,Date Time,inci #,Description,Address,dispo
0,8/5/2024 12:01:14 AM,202408050001,WELFARE CHECK,500 Block of EMPIRE ST,
1,8/5/2024 12:01:52 AM,202408050002,Traffic Stop,7100 Block of E TABOR AV,
2,8/5/2024 12:18:52 AM,202408050003,Traffic Stop,7200 Block of E TRAVIS BL,
3,8/5/2024 12:21:27 AM,202408050004,AUDIBLE ALARM,800 Block of FIRST ST,
4,8/5/2024 12:38:18 AM,202408050005,Traffic Stop,9100 Block of N TEXAS ST,
5,8/5/2024 12:41:56 AM,202408050006,AUDIBLE ALARM,2900 Block of INDUSTRIAL CT,
6,8/5/2024 12:49:45 AM,202408050007,415E LOUD NOISE,900 Block of PIERCE ST,
7,8/5/2024 1:02:05 AM,202408050009,415 DISTURBING THE PEACE,0 Block of VILLA CT,
8,8/5/2024 1:07:22 AM,202408050010,911 CELL PHONE HANG UP,5000 Block of ROWE DR,
9,8/5/2024 1:07:55 AM,202408050011,TRESPASSING TRANSIENT/CAMP,2100 Block of N TEXAS ST,
10,8/5/2024 2:07:21 AM,202408050013,911 CELL PHONE HANG UP,1300 Block of SECOND ST,
11,8/5/2024 2:16:09 AM,202408050014,415 DISTURBING THE PEACE,1400 Block of HOLIDAY LN,
12,8/5/2024 2:17:55 AM,202408050015,WELFARE CHECK,4900 Block of VANDEN RD,
13,8/5/2024 2:35:29 AM,202408050016,STOLEN VEHICLE - RECOVERY,1000 Block of WEBSTER ST,
14,8/5/2024 3:16:14 AM,202408050018,AUDIBLE ALARM,1700 Block of TRAVIS BL,
15,8/5/2024 4:14:08 AM,202408050022,AUDIBLE ALARM,3200 Block of VISTA DEL LAGO WY,
16,8/5/2024 4:18:43 AM,202408050023,BE ON THE LOOK OUT,0 Block of CANYON HILLS DR,
17,8/5/2024 4:55:29 AM,202408050026,AUDIBLE ALARM,800 Block of FIRST ST,
18,8/5/2024 5:26:58 AM,202408050028,459VL BURGLARY - VEHICLE - LATE,1000 Block of BROADWAY ST,
19,8/5/2024 5:40:49 AM,202408050029,AUDIBLE ALARM,3300 Block of N TEXAS ST,
20,8/5/2024 5:56:47 AM,202408050031,911 CELL PHONE HANG UP,1000 Block of WEBSTER ST,
