,Date Time,inci #,Description,Address,dispo
0,7/2/2024 12:00:45 AM,202407020001,Traffic Stop,0 Block of BECK AV,
1,7/2/2024 12:03:21 AM,202407020002,415E LOUD NOISE,1000 Block of MISSOURI ST,
2,7/2/2024 12:09:30 AM,202407020003,SUSPICIOUS PERSON HOMELESS,2500 Block of MARTIN RD,
3,7/2/2024 12:15:40 AM,202407020004,911 HANG UP,100 Block of CANNON DR,
4,7/2/2024 12:36:29 AM,202407020005,SUSPICIOUS PERSON,3000 Block of TRAVIS BL,
5,7/2/2024 12:37:51 AM,202407020006,911 CELL PHONE HANG UP,2100 Block of W TEXAS ST,
6,7/2/2024 12:44:49 AM,202407020008,SECURITY CHECK,1300 Block of TRAVIS BL,
7,7/2/2024 12:46:00 AM,202407020010,BIKE/PEDESTRIAN STOP,0 Block of BECK AV,
8,7/2/2024 12:52:20 AM,202407020012,911 HANG UP,100 Block of E TENNESSEE ST,
9,7/2/2024 12:53:17 AM,202407020013,911 CELL PHONE HANG UP,2100 Block of CEDARBROOK DR,
10,7/2/2024 12:56:29 AM,202407020014,SUSPICIOUS PERSON HOMELESS,1300 Block of TRAVIS BL,
11,7/2/2024 12:57:23 AM,202407020015,415E LOUD NOISE,1600 Block of SUNSET AV,
12,7/2/2024 1:11:42 AM,202407020016,CITIZEN ASSIST,400 Block of BELL AV,
13,7/2/2024 1:19:40 AM,202407020018,415 DISTURBING THE PEACE,200 Block of E TABOR AV,
14,7/2/2024 1:19:54 AM,202407020019,415 DISTURBING THE PEACE,1900 Block of N TEXAS ST,
15,7/2/2024 1:20:57 AM,202407020020,911 CELL PHONE HANG UP,1800 Block of SAN JOSE ST,
16,7/2/2024 1:22:13 AM,202407020021,415 DISTURBING THE PEACE,200 Block of E TABOR AV,
17,7/2/2024 1:45:59 AM,202407020022,Traffic Stop,9700 Block of PEACH TREE DR,
18,7/2/2024 2:20:22 AM,202407020025,SUSPICIOUS PERSON,3400 Block of COBBLESTONE CT,
19,7/2/2024 2:45:21 AM,202407020028,WELFARE CHECK,1900 Block of FAIRFIELD AV,
20,7/2/2024 3:00:02 AM,202407020031,SECURITY CHECK,800 Block of JEFFERSON ST,
21,7/2/2024 3:16:53 AM,202407020032,AUDIBLE ALARM,5300 Block of FIELDS CT,
22,7/2/2024 3:17:30 AM,202407020033,CITIZEN ASSIST,1700 Block of UTAH ST,
23,7/2/2024 4:39:16 AM,202407020034,20001L HIT AND RUN WITH INJURY/DEATH - LATE,3000 Block of ROCKVILLE RD,
24,7/2/2024 5:07:55 AM,202407020036,911 CELL PHONE HANG UP,2300 Block of CORONADO CT,
25,7/2/2024 5:30:21 AM,202407020038,Traffic Stop,9100 Block of N TEXAS ST,
26,7/2/2024 6:12:25 AM,202407020041,WELFARE CHECK,1600 Block of SAN BRUNO ST,
27,7/2/2024 6:18:03 AM,202407020042,SUSPICIOUS PERSON HOMELESS,1300 Block of HOLIDAY LN,
28,7/2/2024 6:27:01 AM,202407020043,470L FORGERY - LATE,2100 Block of MADRONE DR,
29,7/2/2024 6:30:50 AM,202407020044,SECURITY CHECK,3500 Block of NELSON RD,
30,7/2/2024 6:34:54 AM,202407020045,AUDIBLE ALARM,500 Block of VINTAGE VALLEY DR,
31,7/2/2024 6:35:02 AM,202407020046,ANIMAL CALL,0 Block of WB HWY 12,
32,7/2/2024 6:39:44 AM,202407020047,PARKING VIOLATION,10400 Block of SANTA MONICA ST,
33,7/2/2024 6:45:38 AM,202407020050,DEAD ANIMAL,0 Block of PENNSYLVANIA AV,
34,7/2/2024 6:48:18 AM,202407020051,911 HANG UP,100 Block of LAMB CT,
35,7/2/2024 6:48:43 AM,202407020052,911 TEXT CALL,3000 Block of PUFFIN CR,
36,7/2/2024 6:57:25 AM,202407020054,SUSPICIOUS PERSON HOMELESS,2700 Block of N TEXAS ST,
37,7/2/2024 7:07:43 AM,202407020055,OCCUPIED SUSPICOUS VEHICLE,1700 Block of W TEXAS ST,
38,7/2/2024 7:14:34 AM,202407020056,FOLLOW UP,2100 Block of CADENASSO DR,
39,7/2/2024 7:21:57 AM,202407020057,ABANDONED VEHICLE,1300 Block of JAMES ST,
40,7/2/2024 7:22:16 AM,202407020058,SECURITY CHECK,1700 Block of W TEXAS ST,
41,7/2/2024 7:23:52 AM,202407020059,SECURITY CHECK,5700 Block of BECK AV,
42,7/2/2024 7:24:15 AM,202407020060,SECURITY CHECK TRANSIENT CAMPS,27200 Block of EB HWY 12,
43,7/2/2024 7:28:59 AM,202407020061,488 PETTY THEFT - LATE,1900 Block of BRISTOL LN,
44,7/2/2024 7:29:28 AM,202407020062,SECURITY CHECK,1300 Block of HOLIDAY LN,
45,7/2/2024 7:31:00 AM,202407020064,VEHICLE ACCIDENT - MINOR INJURIES,0 Block of WB HWY 12,
46,7/2/2024 7:34:50 AM,202407020066,SUSPICIOUS PERSON,10100 Block of REX CLIFT LN,
47,7/2/2024 7:44:26 AM,202407020067,SECURITY CHECK,1300 Block of TRAVIS BL,
48,7/2/2024 7:51:46 AM,202407020068,UNOCCUPIED SUSPICIOUS VEHICLE,1600 Block of UNION AV,
49,7/2/2024 7:53:32 AM,202407020069,CITIZEN ASSIST TRANSIENT,1000 Block of WEBSTER ST,
50,7/2/2024 8:15:59 AM,202407020071,SECURITY CHECK,1600 Block of SUNSET AV,
51,7/2/2024 8:16:42 AM,202407020072,SECURITY CHECK,26900 Block of LINEAR PARK PATHWAY,
52,7/2/2024 8:17:40 AM,202407020073,OCCUPIED SUSPICOUS VEHICLE,1000 Block of LINDEN AV,
53,7/2/2024 8:18:15 AM,202407020074,ABANDONED VEHICLE,1700 Block of MONTEZUMA CT,
54,7/2/2024 8:24:04 AM,202407020077,SECURITY CHECK,200 Block of RED TOP RD,
55,7/2/2024 8:24:35 AM,202407020078,SECURITY CHECK,2000 Block of N TEXAS ST,
56,7/2/2024 8:24:48 AM,202407020079,Traffic Stop,9600 Block of PEABODY RD,
57,7/2/2024 8:29:45 AM,202407020082,FOLLOW UP,600 Block of BECK AV,
58,7/2/2024 8:32:34 AM,202407020083,SUSPICIOUS PERSON,1000 Block of E TABOR AV,
59,7/2/2024 8:33:24 AM,202407020084,ABANDONED VEHICLE,1600 Block of QUINCEY LN,
60,7/2/2024 8:35:09 AM,202407020085,488 PETTY THEFT - LATE,2100 Block of COURAGE DR,
61,7/2/2024 8:38:28 AM,202407020086,CITIZEN ASSIST FLAG DOWN,1600 Block of UNION AV,
62,7/2/2024 8:38:41 AM,202407020087,911 CELL PHONE HANG UP,1300 Block of BUCKINGHAM DR,
63,7/2/2024 8:42:15 AM,202407020088,ABANDONED VEHICLE,2700 Block of GREY FOX LN,
64,7/2/2024 8:42:56 AM,202407020089,AUDIBLE ALARM,700 Block of JEFFERSON ST,
65,7/2/2024 8:45:16 AM,202407020090,SECURITY CHECK,27700 Block of NELSON RD BIKE PATH,
66,7/2/2024 8:45:31 AM,202407020091,911 HANG UP,100 Block of NORTON ST,
67,7/2/2024 8:52:32 AM,202407020092,OCCUPIED SUSPICOUS VEHICLE,0 Block of BECK AV,
68,7/2/2024 8:58:15 AM,202407020093,ABANDONED VEHICLE,0 Block of LONGVIEW DR,
69,7/2/2024 8:58:57 AM,202407020094,FOLLOW UP,1000 Block of WEBSTER ST,
70,7/2/2024 9:00:16 AM,202407020095,SECURITY CHECK,2100 Block of CADENASSO DR,
71,7/2/2024 9:00:38 AM,202407020096,ABANDONED VEHICLE,2800 Block of LONGVIEW DR,
72,7/2/2024 9:02:11 AM,202407020097,WELFARE CHECK,600 Block of TEXAS ST,
73,7/2/2024 9:02:36 AM,202407020098,ABANDONED VEHICLE,0 Block of THIRD ST,
74,7/2/2024 9:04:09 AM,202407020099,PARKING VIOLATION,1900 Block of HANCOCK DR,
75,7/2/2024 9:06:47 AM,202407020101,FLOCK HIT,0 Block of HEATH DR,
76,7/2/2024 9:07:17 AM,202407020103,SUSPICIOUS PERSON HOMELESS,1300 Block of OLIVER RD,
77,7/2/2024 9:07:47 AM,202407020104,ABANDONED VEHICLE,2400 Block of LAKE CLUB DR,
78,7/2/2024 9:13:40 AM,202407020105,22500 PARKING VIOLATION,1000 Block of SPARROW LN,
79,7/2/2024 9:14:05 AM,202407020106,ABANDONED VEHICLE,800 Block of DELAWARE ST,
80,7/2/2024 9:22:45 AM,202407020107,ABANDONED VEHICLE,900 Block of BROADWAY ST,
81,7/2/2024 9:24:49 AM,202407020109,ABANDONED VEHICLE,500 Block of GREAT JONES ST,
82,7/2/2024 9:25:08 AM,202407020110,911 HANG UP,100 Block of E TENNESSEE ST,
83,7/2/2024 9:25:35 AM,202407020111,314 INDECENT EXPOSURE,1500 Block of GATEWAY BL,
84,7/2/2024 9:26:45 AM,202407020112,ABANDONED VEHICLE,0 Block of CHADBOURNE RD,
85,7/2/2024 9:27:31 AM,202407020113,SECURITY CHECK TRANSIENT CAMPS,3600 Block of HILBORN RD,
86,7/2/2024 9:27:49 AM,202407020114,911 CELL PHONE HANG UP,0 Block of TEXAS ST,
87,7/2/2024 9:28:00 AM,202407020115,Traffic Stop,6300 Block of CEMENT HILL RD,
88,7/2/2024 9:31:00 AM,202407020116,911 TEXT CALL,3000 Block of PUFFIN CR,
89,7/2/2024 9:32:41 AM,202407020117,ABANDONED VEHICLE,0 Block of PEPPERTREE DR,
90,7/2/2024 9:42:48 AM,202407020118,SECURITY CHECK,200 Block of RED TOP RD,
91,7/2/2024 9:44:24 AM,202407020119,459RL BURGLARY - RESIDENTIAL - LATE,1000 Block of MISSOURI ST,
92,7/2/2024 9:51:05 AM,202407020121,Traffic Stop,1400 Block of UNION AV,
93,7/2/2024 9:52:05 AM,202407020123,SECURITY CHECK TRANSIENT CAMPS,2400 Block of MARTIN RD,
94,7/2/2024 9:53:09 AM,202407020124,Traffic Stop,2900 Block of PEABODY RD,
95,7/2/2024 9:57:28 AM,202407020126,ABANDONED VEHICLE,0 Block of SANDERLING DR,
96,7/2/2024 9:57:32 AM,202407020127,Traffic Stop,1000 Block of E TABOR AV,
97,7/2/2024 10:01:37 AM,202407020128,TRESPASSING TRANSIENT/CAMP,1900 Block of WALTERS CT,
98,7/2/2024 10:04:52 AM,202407020130,PERSON DOWN,700 Block of OREGON ST,
99,7/2/2024 10:06:50 AM,202407020131,166L COURT ORDER VIOLATION - LATE,600 Block of UNION AV,
100,7/2/2024 10:07:43 AM,202407020132,166L COURT ORDER VIOLATION - LATE,5300 Block of GRAMERCY CR,
101,7/2/2024 10:08:16 AM,202407020133,FOLLOW UP,3000 Block of N TEXAS ST,
102,7/2/2024 10:17:19 AM,202407020137,CITIZEN ASSIST,1000 Block of MEADOWLARK DR,
103,7/2/2024 10:32:45 AM,202407020138,911 HANG UP,1300 Block of W TEXAS ST,
104,7/2/2024 10:40:31 AM,202407020139,22500E BLOCKED DRIVEWAY,1400 Block of W TEXAS ST,
105,7/2/2024 10:42:16 AM,202407020140,911 CELL PHONE HANG UP,1800 Block of EVENING SHADOW CT,
106,7/2/2024 10:43:24 AM,202407020141,AUDIBLE ALARM,3400 Block of SPRINGFIELD DR,
107,7/2/2024 10:44:57 AM,202407020142,OCCUPIED SUSPICOUS VEHICLE,1500 Block of N TEXAS ST,
108,7/2/2024 10:51:35 AM,202407020143,CITIZEN ASSIST,800 Block of SANTA MONICA CT,
109,7/2/2024 10:53:53 AM,202407020144,273 5 DOMESTIC VIOLENCE,500 Block of HAVENHILL RD,
110,7/2/2024 10:59:04 AM,202407020146,SECURITY CHECK,4900 Block of VANDEN RD,
