,Date Time,inci #,Description,Address,dispo
0,6/27/2024 12:17:12 AM,202406270001,AUDIBLE ALARM,200 Block of E ATLANTIC AV,
1,6/27/2024 12:35:05 AM,202406270002,911 HANG UP,1300 Block of W TEXAS ST,
2,6/27/2024 12:44:06 AM,202406270003,20002L HIT AND RUN - PROPERTY DAMAGE - LATE,2200 Block of N TEXAS ST,
3,6/27/2024 1:04:24 AM,202406270004,Traffic Stop,11300 Block of UNION AV,
4,6/27/2024 1:13:50 AM,202406270005,WELFARE CHECK,1800 Block of MINNESOTA ST,
5,6/27/2024 1:18:30 AM,202406270006,Traffic Stop,6500 Block of CLAY BANK RD,
6,6/27/2024 1:41:40 AM,202406270009,OCCUPIED SUSPICOUS VEHICLE,5300 Block of GRAMERCY CR,
7,6/27/2024 1:45:39 AM,202406270010,Traffic Stop,0 Block of CLAY BANK RD,
8,6/27/2024 1:47:10 AM,202406270011,AUDIBLE ALARM,300 Block of E ALASKA AV,
9,6/27/2024 1:51:54 AM,202406270012,Traffic Stop,7200 Block of E TABOR AV,
10,6/27/2024 2:12:33 AM,202406270015,SECURITY CHECK,2400 Block of VILLAGE SQUARE BL,
11,6/27/2024 2:22:33 AM,202406270017,SECURITY CHECK,1800 Block of BLOSSOM CT,
12,6/27/2024 2:26:51 AM,202406270019,AUDIBLE ALARM,5000 Block of BUSINESS CENTER DR,
13,6/27/2024 3:23:35 AM,202406270021,415E LOUD NOISE,0 Block of SILVER LAKE DR,
14,6/27/2024 3:24:53 AM,202406270022,AUDIBLE ALARM,800 Block of WASHINGTON ST,
15,6/27/2024 3:40:51 AM,202406270023,AUDIBLE ALARM,2700 Block of DOVER AV,
16,6/27/2024 3:53:01 AM,202406270025,WELFARE CHECK,4600 Block of CENTRAL WY,
17,6/27/2024 3:58:04 AM,202406270026,911 CELL PHONE HANG UP,4600 Block of CENTRAL WY,
18,6/27/2024 4:21:26 AM,202406270029,SUSPICIOUS PERSON,3900 Block of BUSINESS CENTER DR,
19,6/27/2024 4:31:41 AM,202406270031,415V VERBAL FIGHT,2100 Block of SANTA ANA DR,
20,6/27/2024 4:46:52 AM,202406270032,911 HANG UP,5000 Block of W CORDELIA RD,
21,6/27/2024 4:57:17 AM,202406270033,AUDIBLE ALARM,4600 Block of WESTAMERICA DR,
22,6/27/2024 5:51:37 AM,202406270036,911 CELL PHONE HANG UP,2500 Block of N WATNEY WY,
23,6/27/2024 6:02:22 AM,202406270037,AUDIBLE ALARM,1700 Block of TRAVIS BL,
24,6/27/2024 6:13:03 AM,202406270038,911 CELL PHONE HANG UP,1200 Block of B GALE WILSON BL,
25,6/27/2024 6:16:09 AM,202406270039,911 CELL PHONE HANG UP,1500 Block of BAILEY DR,
26,6/27/2024 6:33:12 AM,202406270040,AUDIBLE ALARM,3000 Block of TRAVIS BL,
27,6/27/2024 6:39:24 AM,202406270041,911 HANG UP,4700 Block of BUSINESS CENTER DR,
28,6/27/2024 6:52:28 AM,202406270042,OCCUPIED SUSPICIOUS VEHICLE TRANSIENT,1200 Block of TEXAS ST,
29,6/27/2024 6:58:20 AM,202406270043,TRESPASSING TRANSIENT/CAMP,3000 Block of ROCKVILLE RD,
30,6/27/2024 7:06:50 AM,202406270044,23103 RECKLESS DRIVING,0 Block of AIR BASE PKWY,
31,6/27/2024 7:11:14 AM,202406270047,AUDIBLE ALARM,1900 Block of N TEXAS ST,
32,6/27/2024 7:20:28 AM,202406270048,FOLLOW UP,1000 Block of WEBSTER ST,
33,6/27/2024 7:25:22 AM,202406270049,SUSPICIOUS PERSON HOMELESS,3000 Block of ROCKVILLE RD,
34,6/27/2024 7:36:31 AM,202406270050,AUDIBLE ALARM,4800 Block of FULTON DR,
35,6/27/2024 7:42:41 AM,202406270051,CITIZEN ASSIST FLAG DOWN,1000 Block of WEBSTER ST,
36,6/27/2024 7:45:21 AM,202406270052,911 CELL PHONE HANG UP,2400 Block of PEACH TREE DR,
37,6/27/2024 7:49:09 AM,202406270055,Traffic Stop,0 Block of STATE HIGHWAY 12,
38,6/27/2024 7:51:59 AM,202406270056,FOLLOW UP,500 Block of PENNSYLVANIA AV,
39,6/27/2024 7:52:20 AM,202406270057,SECURITY CHECK,200 Block of RED TOP RD,
40,6/27/2024 7:52:36 AM,202406270058,FOLLOW UP,1000 Block of WEBSTER ST,
41,6/27/2024 7:59:34 AM,202406270061,FOLLOW UP,1100 Block of TEXAS ST,
42,6/27/2024 8:01:06 AM,202406270062,Traffic Stop,11600 Block of WB I80,
43,6/27/2024 8:04:46 AM,202406270063,ABANDONED VEHICLE,700 Block of NIGHTINGALE DR,
44,6/27/2024 8:13:16 AM,202406270065,ABANDONED VEHICLE,1900 Block of GRANDE CR,
45,6/27/2024 8:13:39 AM,202406270066,Traffic Stop,1200 Block of OLIVER RD,
46,6/27/2024 8:14:31 AM,202406270067,AUDIBLE ALARM,2300 Block of SKYVIEW PL,
47,6/27/2024 8:14:50 AM,202406270068,SUSPICIOUS PERSON,1000 Block of VAN BUREN ST,
48,6/27/2024 8:19:08 AM,202406270070,CITIZEN ASSIST FLAG DOWN,700 Block of TEXAS ST,
49,6/27/2024 8:21:57 AM,202406270071,FOLLOW UP,200 Block of RED TOP RD,
50,6/27/2024 8:22:33 AM,202406270072,ABANDONED VEHICLE,2100 Block of MONTEZUMA CT,
51,6/27/2024 8:22:49 AM,202406270073,Traffic Stop,8200 Block of HWY 12,
52,6/27/2024 8:23:00 AM,202406270074,ABANDONED VEHICLE,700 Block of DYNASTY DR,
53,6/27/2024 8:26:00 AM,202406270075,ABANDONED VEHICLE,26800 Block of CAMPUS LN,
54,6/27/2024 8:26:44 AM,202406270076,SECURITY CHECK,1300 Block of HOLIDAY LN,
55,6/27/2024 8:36:50 AM,202406270077,SUSPICIOUS PERSON,800 Block of FIRST ST,
56,6/27/2024 8:38:11 AM,202406270078,ABANDONED VEHICLE,2800 Block of MONTCLAIR WY,
57,6/27/2024 8:38:19 AM,202406270079,Traffic Stop,2100 Block of COURAGE DR,
58,6/27/2024 8:38:36 AM,202406270080,FOLLOW UP,1500 Block of COOLIDGE ST,
59,6/27/2024 8:42:22 AM,202406270081,AUDIBLE ALARM,500 Block of PARKER RD,
60,6/27/2024 8:46:29 AM,202406270082,ABANDONED VEHICLE,500 Block of VINTAGE VALLEY DR,
61,6/27/2024 9:03:31 AM,202406270083,SUSPICIOUS PERSON HOMELESS,500 Block of ALASKA AV,
62,6/27/2024 9:05:23 AM,202406270084,AUDIBLE ALARM,4700 Block of CENTRAL WY,
63,6/27/2024 9:13:56 AM,202406270086,AUDIBLE ALARM,2700 Block of N TEXAS ST,
64,6/27/2024 9:14:44 AM,202406270087,CIVIL STANDBY,5200 Block of TAPESTRY CT,
65,6/27/2024 9:15:03 AM,202406270088,911 CELL PHONE HANG UP,700 Block of OHIO ST,
66,6/27/2024 9:15:48 AM,202406270089,TRESPASSING TRANSIENT/CAMP,800 Block of TEXAS ST,
67,6/27/2024 9:16:01 AM,202406270090,HOLD UP ALARM,2600 Block of ESTATES DR,
68,6/27/2024 9:17:05 AM,202406270091,CITIZEN ASSIST,0 Block of PENNSYLVANIA AV,
69,6/27/2024 9:25:20 AM,202406270092,CITIZEN ASSIST,2400 Block of AZURE PL,
70,6/27/2024 9:28:06 AM,202406270093,SECURITY CHECK TRAFFIC,5400 Block of AIR BASE PKWY,
71,6/27/2024 9:36:35 AM,202406270094,WELFARE CHECK - HOMELESS,0 Block of PENNSYLVANIA AV,
72,6/27/2024 9:37:07 AM,202406270095,CITIZEN ASSIST TRANSIENT,1000 Block of WEBSTER ST,
73,6/27/2024 9:44:53 AM,202406270096,OCCUPIED SUSPICOUS VEHICLE,26700 Block of WOOLNER AV,
74,6/27/2024 9:47:34 AM,202406270098,ABANDONED VEHICLE,0 Block of PACIFIC AV,
75,6/27/2024 9:48:54 AM,202406270100,VEHICLE ACCIDENT - NO INJURIES,0 Block of VANDEN RD,
76,6/27/2024 9:49:30 AM,202406270101,CITIZEN ASSIST,4400 Block of TAHITI DR,
77,6/27/2024 9:56:49 AM,202406270103,FOLLOW UP,1300 Block of CROWLEY LN,
78,6/27/2024 10:00:06 AM,202406270104,UNOCCUPIED SUSPICIOUS VEHICLE,1300 Block of GOLD HILL RD,
79,6/27/2024 10:01:21 AM,202406270105,FOLLOW UP,1000 Block of WEBSTER ST,
80,6/27/2024 10:04:37 AM,202406270106,Traffic Stop,9500 Block of PACIFIC AV,
