,Date Time,inci #,Description,Address,dispo
0,8/9/2024 12:02:47 AM,202408090001,415 DISTURBING THE PEACE,4400 Block of CENTRAL PL,
1,8/9/2024 12:03:59 AM,202408090002,FLOCK HIT,0 Block of AUTO MALL PKWY,
2,8/9/2024 12:07:55 AM,202408090003,OCCUPIED SUSPICOUS VEHICLE,3200 Block of N TEXAS ST,
3,8/9/2024 12:10:26 AM,202408090004,AUDIBLE ALARM,1000 Block of UNION AV,
4,8/9/2024 12:35:08 AM,202408090005,911 HANG UP,1200 Block of B GALE WILSON BL,
5,8/9/2024 12:38:55 AM,202408090007,911 CELL PHONE HANG UP,4400 Block of CENTRAL WY,
6,8/9/2024 12:43:14 AM,202408090008,911 CELL PHONE HANG UP,1300 Block of SONATA DR,
7,8/9/2024 12:47:50 AM,202408090009,415 DISTURBING THE PEACE,4400 Block of CENTRAL PL,
8,8/9/2024 1:03:17 AM,202408090012,AUDIBLE ALARM,1600 Block of W TEXAS ST,
9,8/9/2024 1:31:21 AM,202408090013,602L TRESPASSING,2500 Block of N TEXAS ST,
10,8/9/2024 1:32:56 AM,202408090015,AUDIBLE ALARM,3100 Block of CLYDESDALE WY,
11,8/9/2024 1:48:05 AM,202408090018,Traffic Stop,0 Block of UTAH ST,
12,8/9/2024 1:57:58 AM,202408090019,911 CELL PHONE HANG UP,2400 Block of N TEXAS ST,
13,8/9/2024 2:10:52 AM,202408090020,SECURITY CHECK,1000 Block of BROADWAY ST,
14,8/9/2024 2:31:35 AM,202408090021,AUDIBLE ALARM,3300 Block of N TEXAS ST,
15,8/9/2024 2:32:11 AM,202408090022,Traffic Stop,27400 Block of EB I80,
16,8/9/2024 2:35:53 AM,202408090023,Traffic Stop,9100 Block of N TEXAS ST,
17,8/9/2024 2:35:59 AM,202408090024,SUSPICIOUS PERSON,1700 Block of SUNSET AV,
18,8/9/2024 2:43:28 AM,202408090025,SUSPICIOUS PERSON HOMELESS,4700 Block of BUSINESS CENTER DR,
19,8/9/2024 2:45:39 AM,202408090026,911 HANG UP,2200 Block of N TEXAS ST,
20,8/9/2024 2:53:20 AM,202408090027,Traffic Stop,11600 Block of WB I80,
21,8/9/2024 3:05:26 AM,202408090028,FOLLOW UP,1000 Block of WEBSTER ST,
22,8/9/2024 3:09:31 AM,202408090029,SECURITY CHECK,400 Block of LAKEHURST CT,
23,8/9/2024 3:09:34 AM,202408090030,911 HANG UP,100 Block of CANNON DR,
24,8/9/2024 3:10:10 AM,202408090031,AUDIBLE ALARM,2400 Block of FREITAS WY,
25,8/9/2024 3:15:59 AM,202408090032,911 CELL PHONE HANG UP,700 Block of WEBSTER ST,
26,8/9/2024 3:20:19 AM,202408090033,911 CELL PHONE HANG UP,2400 Block of VILLAGE SQUARE BL,
27,8/9/2024 3:30:01 AM,202408090035,PERSON DOWN,3000 Block of N TEXAS ST,
