,Date Time,inci #,Description,Address,dispo
0,7/27/2024 12:02:47 AM,202407270001,AUDIBLE ALARM,3200 Block of FORMBY LN,
1,7/27/2024 12:20:15 AM,202407270003,TRESPASSING TRANSIENT/CAMP,1200 Block of KENTUCKY ST,
2,7/27/2024 12:26:05 AM,202407270004,911 CELL PHONE HANG UP,600 Block of E TABOR AV,
3,7/27/2024 12:29:27 AM,202407270005,BE ON THE LOOK OUT,1000 Block of WEBSTER ST,
4,7/27/2024 12:43:23 AM,202407270006,VEHICLE ACCIDENT - NO INJURIES,0 Block of GOLD HILL RD,
5,7/27/2024 12:54:04 AM,202407270007,602L TRESPASSING,1800 Block of N TEXAS ST,
6,7/27/2024 1:15:33 AM,202407270010,STOLEN VEHICLE - RECOVERY,1000 Block of WEBSTER ST,
7,7/27/2024 1:40:53 AM,202407270011,415E LOUD NOISE,2600 Block of ELMHURST CR,
8,7/27/2024 1:57:14 AM,202407270013,FOLLOW UP,1000 Block of WEBSTER ST,
9,7/27/2024 2:39:01 AM,202407270015,SUSPICIOUS PERSON HOMELESS,1900 Block of W TEXAS ST,
10,7/27/2024 2:53:36 AM,202407270016,AUDIBLE ALARM,2400 Block of HUNTINGTON DR,
11,7/27/2024 2:53:58 AM,202407270017,SUSPICIOUS PERSON HOMELESS,1600 Block of SUNSET AV,
12,7/27/2024 3:00:56 AM,202407270018,OCCUPIED SUSPICOUS VEHICLE,2600 Block of ELMHURST CR,
13,7/27/2024 3:21:26 AM,202407270021,TRESPASSING TRANSIENT/CAMP,2300 Block of COURAGE DR,
14,7/27/2024 3:25:58 AM,202407270022,911 CELL PHONE HANG UP,200 Block of E TABOR AV,
15,7/27/2024 3:38:02 AM,202407270023,SECURITY CHECK,2000 Block of BRISTOL LN,
16,7/27/2024 3:47:09 AM,202407270024,AUDIBLE ALARM,200 Block of PITTMAN RD,
17,7/27/2024 4:23:35 AM,202407270025,911 HANG UP,100 Block of NORTON ST,
18,7/27/2024 5:07:17 AM,202407270026,SUSPICIOUS PERSON HOMELESS,3300 Block of N TEXAS ST,
19,7/27/2024 5:27:28 AM,202407270028,911 CELL PHONE HANG UP,800 Block of NIGHTINGALE DR,
20,7/27/2024 5:30:54 AM,202407270029,SUSPICIOUS PERSON HOMELESS,1200 Block of B GALE WILSON BL,
21,7/27/2024 6:16:31 AM,202407270030,TRESPASSING TRANSIENT/CAMP,1700 Block of N TEXAS ST,
22,7/27/2024 6:33:09 AM,202407270032,911 HANG UP,100 Block of NORTON ST,
23,7/27/2024 7:03:22 AM,202407270033,242L BATTERY - LATE,700 Block of CHADBOURNE RD,
24,7/27/2024 7:11:32 AM,202407270035,TRAFFIC HAZARD,0 Block of AIR BASE PKWY,
25,7/27/2024 7:12:13 AM,202407270036,AUDIBLE ALARM,4700 Block of CANYON HILLS DR,
26,7/27/2024 7:22:22 AM,202407270037,415L DISTURBANCE - LATE,0 Block of OHIO ST,
27,7/27/2024 7:46:59 AM,202407270039,SUBJECT SCREAMING FOR HELP,4300 Block of CENTRAL PL,
28,7/27/2024 7:54:47 AM,202407270040,470L FORGERY - LATE,2300 Block of N TEXAS ST,
29,7/27/2024 7:59:34 AM,202407270042,EQUIPMENT ISSUE,1000 Block of WEBSTER ST,
30,7/27/2024 8:21:56 AM,202407270044,SECURITY CHECK,0 Block of CLAY BANK RD,
31,7/27/2024 8:23:26 AM,202407270045,911 CELL PHONE HANG UP,2600 Block of ELMHURST CR,
32,7/27/2024 8:28:26 AM,202407270046,SUSPICIOUS PERSON HOMELESS,3300 Block of N TEXAS ST,
33,7/27/2024 8:31:58 AM,202407270047,911 CELL PHONE HANG UP,1900 Block of GRANDE CR,
34,7/27/2024 8:37:11 AM,202407270048,FOLLOW UP,1000 Block of WEBSTER ST,
35,7/27/2024 8:44:57 AM,202407270049,911 CELL PHONE HANG UP,2000 Block of CADENASSO DR,
36,7/27/2024 8:49:06 AM,202407270050,TRESPASSING TRANSIENT/CAMP,1500 Block of OLIVER RD,
37,7/27/2024 8:51:06 AM,202407270051,911 CELL PHONE HANG UP,500 Block of TWIN PEAKS DR,
38,7/27/2024 8:56:14 AM,202407270052,459CL BURGLARY - COMMERCIAL - LATE,2700 Block of N TEXAS ST,
39,7/27/2024 8:57:10 AM,202407270053,SUSPICIOUS PERSON HOMELESS,700 Block of MADISON ST,
40,7/27/2024 9:12:48 AM,202407270054,SUSPICIOUS PERSON HOMELESS,1500 Block of W TEXAS ST,
41,7/27/2024 9:13:07 AM,202407270055,AUDIBLE ALARM,1000 Block of UNION AV,
42,7/27/2024 9:19:17 AM,202407270057,911 CELL PHONE HANG UP,2100 Block of FINO CT,
43,7/27/2024 9:27:00 AM,202407270058,HEALTH/SAFETY,1100 Block of KENTUCKY ST,
44,7/27/2024 9:29:10 AM,202407270059,ABANDONED VEHICLE,1900 Block of GRANDE CR,
45,7/27/2024 9:41:23 AM,202407270061,211 ROBBERY,2900 Block of N TEXAS ST,
46,7/27/2024 9:44:40 AM,202407270062,911 CELL PHONE HANG UP,300 Block of DAPHNE DR,
47,7/27/2024 9:51:18 AM,202407270063,13A LOST PROPERTY,3700 Block of LYON RD,
48,7/27/2024 9:51:48 AM,202407270064,FOLLOW UP,1000 Block of WEBSTER ST,
49,7/27/2024 10:05:31 AM,202407270065,ABANDONED VEHICLE,1400 Block of JAMBOREE DR,
50,7/27/2024 10:06:57 AM,202407270066,911 CELL PHONE HANG UP,2100 Block of N TEXAS ST,
51,7/27/2024 10:15:00 AM,202407270067,273 5 DOMESTIC VIOLENCE,4800 Block of HERITAGE CT,
52,7/27/2024 10:18:50 AM,202407270069,911 CELL PHONE HANG UP,5100 Block of BUSINESS CENTER DR,
53,7/27/2024 10:26:32 AM,202407270070,HEALTH/SAFETY,3300 Block of N TEXAS ST,
54,7/27/2024 10:26:37 AM,202407270071,ABANDONED VEHICLE,1400 Block of PASSION LN,
55,7/27/2024 10:47:46 AM,202407270073,459CL BURGLARY - COMMERCIAL - LATE,5000 Block of RED TOP RD,
56,7/27/2024 10:56:53 AM,202407270075,653M PRANK/ANNOYING PHONE CALLS,3000 Block of POTRERO WY,
57,7/27/2024 10:59:34 AM,202407270076,SECURITY CHECK,1800 Block of PENNSYLVANIA AV,
58,7/27/2024 10:59:44 AM,202407270077,SUSPICIOUS PERSON HOMELESS,0 Block of N TEXAS ST,
59,7/27/2024 11:09:23 AM,202407270079,AUDIBLE ALARM,3400 Block of NORWALK PL,
60,7/27/2024 11:14:54 AM,202407270080,SECURITY CHECK,1900 Block of N TEXAS ST,
61,7/27/2024 11:16:03 AM,202407270081,ANIMAL CALL,0 Block of BUSINESS CENTER DR,
62,7/27/2024 11:22:56 AM,202407270082,594L VANDALISM - LATE,1300 Block of SIMMS CT,
63,7/27/2024 11:31:47 AM,202407270085,SUSPICIOUS PERSON HOMELESS,0 Block of OLIVER RD,
64,7/27/2024 11:34:48 AM,202407270086,WELFARE CHECK,0 Block of VANDEN RD,
65,7/27/2024 11:34:52 AM,202407270087,CITIZEN ASSIST,0 Block of MEDINA CT,
66,7/27/2024 11:37:19 AM,202407270088,SUSPICIOUS PERSON HOMELESS,1900 Block of N TEXAS ST,
67,7/27/2024 11:38:26 AM,202407270090,TRAIN ACCIDENT,0 Block of VANDEN RD,
68,7/27/2024 11:49:49 AM,202407270091,911 CELL PHONE HANG UP,1600 Block of SUNSET AV,
69,7/27/2024 11:51:22 AM,202407270093,470L FORGERY - LATE,2500 Block of VISTA GRANDE,
70,7/27/2024 11:54:55 AM,202407270094,23152 DRUNK DRIVING,400 Block of UNION AV,
71,7/27/2024 12:07:21 PM,202407270098,488 PETTY THEFT - LATE,900 Block of BUCHANAN ST,
72,7/27/2024 12:09:15 PM,202407270099,911 HANG UP,100 Block of NORTON ST,
73,7/27/2024 12:14:40 PM,202407270102,911 CELL PHONE HANG UP,0 Block of BECK AV,
74,7/27/2024 12:27:24 PM,202407270103,22500 PARKING VIOLATION,1700 Block of W TEXAS ST,
75,7/27/2024 12:27:45 PM,202407270104,911 CELL PHONE HANG UP,2900 Block of GULF DR,
76,7/27/2024 12:28:46 PM,202407270105,415 DISTURBING THE PEACE,3000 Block of TRAVIS BL,
77,7/27/2024 12:35:16 PM,202407270106,AUDIBLE ALARM,5300 Block of VENUS DR,
78,7/27/2024 12:40:33 PM,202407270107,23103 RECKLESS DRIVING,1600 Block of CAPITOLA WY,
79,7/27/2024 12:47:17 PM,202407270108,SUSPICIOUS PERSON HOMELESS,3300 Block of N TEXAS ST,
80,7/27/2024 1:31:17 PM,202407270111,459VL BURGLARY - VEHICLE - LATE,1600 Block of SUNSET AV,
81,7/27/2024 1:34:07 PM,202407270112,FOLLOW UP,1000 Block of WEBSTER ST,
82,7/27/2024 1:40:16 PM,202407270113,166L COURT ORDER VIOLATION - LATE,1800 Block of N TEXAS ST,
83,7/27/2024 1:43:34 PM,202407270114,911 CELL PHONE HANG UP,300 Block of SPELMAN CT,
84,7/27/2024 1:51:07 PM,202407270116,488 PETTY THEFT,700 Block of BROADWAY ST,
85,7/27/2024 2:21:23 PM,202407270118,VEHICLE ACCIDENT - NO INJURIES,0 Block of MISSOURI ST,
86,7/27/2024 2:38:00 PM,202407270119,CITIZEN ASSIST FLAG DOWN,11000 Block of TEXAS ST,
87,7/27/2024 3:02:12 PM,202407270121,911 CELL PHONE HANG UP,2400 Block of N TEXAS ST,
88,7/27/2024 3:10:57 PM,202407270123,911 CELL PHONE HANG UP,2100 Block of LUSITANO DR,
89,7/27/2024 3:11:35 PM,202407270124,SECURITY CHECK,3300 Block of N TEXAS ST,
90,7/27/2024 3:12:58 PM,202407270125,415 DISTURBING THE PEACE,1700 Block of W TEXAS ST,
91,7/27/2024 3:14:23 PM,202407270126,594L VANDALISM - LATE,2000 Block of CADENASSO DR,
92,7/27/2024 3:29:05 PM,202407270127,Traffic Stop,1800 Block of N TEXAS ST,
93,7/27/2024 3:29:25 PM,202407270128,911 CELL PHONE HANG UP,2400 Block of N TEXAS ST,
94,7/27/2024 3:32:25 PM,202407270129,470L FORGERY - LATE,2700 Block of MANKAS BL,
95,7/27/2024 3:50:16 PM,202407270131,Traffic Stop,11500 Block of W TEXAS ST,
96,7/27/2024 3:50:34 PM,202407270132,TRAFFIC HAZARD,11500 Block of W TEXAS ST,
97,7/27/2024 3:51:24 PM,202407270133,Traffic Stop,27100 Block of TRAVIS BL,
98,7/27/2024 3:55:56 PM,202407270134,Traffic Stop,1500 Block of W TEXAS ST,
99,7/27/2024 3:57:25 PM,202407270135,417L BRANDISHING A WEAPON - LATE,700 Block of E TRAVIS BL,
100,7/27/2024 4:00:38 PM,202407270136,13A LOST PROPERTY,2900 Block of N TEXAS ST,
101,7/27/2024 4:06:45 PM,202407270137,MISSING PERSON,2700 Block of SEMINOLE DR,
102,7/27/2024 4:08:14 PM,202407270138,TRAFFIC HAZARD,0 Block of PEABODY RD,
103,7/27/2024 4:09:39 PM,202407270139,Traffic Stop,11500 Block of W TEXAS ST,
104,7/27/2024 4:24:10 PM,202407270140,415L DISTURBANCE - LATE,2000 Block of GOODMAN CT,
105,7/27/2024 4:29:00 PM,202407270141,911 CELL PHONE HANG UP,2900 Block of GULF DR,
106,7/27/2024 4:30:20 PM,202407270143,AUDIBLE ALARM,2400 Block of HUNTINGTON DR,
107,7/27/2024 4:36:43 PM,202407270145,SECURITY CHECK,1900 Block of N TEXAS ST,
108,7/27/2024 4:40:13 PM,202407270146,Traffic Stop,7200 Block of E TRAVIS BL,
109,7/27/2024 4:50:49 PM,202407270147,273 5 DOMESTIC VIOLENCE,1300 Block of WOOLNER AV,
110,7/27/2024 4:59:02 PM,202407270148,ABANDONED BICYCLE,2000 Block of STARLING WY,
111,7/27/2024 5:04:19 PM,202407270150,STOLEN VEHICLE - RECOVERY,1000 Block of WEBSTER ST,
