,Date Time,inci #,Description,Address,dispo
0,7/14/2024 12:11:23 AM,202407140002,Traffic Stop,11200 Block of TRAVIS BL,
1,7/14/2024 12:14:54 AM,202407140003,SECURITY CHECK,2100 Block of ALLSTON PL,
2,7/14/2024 12:16:01 AM,202407140004,Traffic Stop,7200 Block of EB HWY 12,
3,7/14/2024 12:22:31 AM,202407140005,SECURITY CHECK,2100 Block of ALLSTON PL,
4,7/14/2024 12:23:26 AM,202407140006,Traffic Stop,9700 Block of PENNSYLVANIA AV,
5,7/14/2024 12:26:23 AM,202407140008,SUSPICIOUS PERSON,3300 Block of N TEXAS ST,
6,7/14/2024 12:37:09 AM,202407140010,415 DISTURBING THE PEACE,3000 Block of ROADRUNNER DR,
7,7/14/2024 12:51:08 AM,202407140011,Traffic Stop,7200 Block of EB HWY 12,
8,7/14/2024 12:56:05 AM,202407140012,Traffic Stop,9700 Block of PENNSYLVANIA AV,
9,7/14/2024 12:58:43 AM,202407140013,415 DISTURBING THE PEACE,1100 Block of FIRST ST,
10,7/14/2024 1:02:33 AM,202407140014,Traffic Stop,9100 Block of N TEXAS ST,
11,7/14/2024 1:18:29 AM,202407140016,FOLLOW UP,300 Block of HAMILTON DR,
12,7/14/2024 1:35:14 AM,202407140018,CITY ORDINANCE,1000 Block of WALLACE ST,
13,7/14/2024 1:46:05 AM,202407140019,TRESPASSING TRANSIENT/CAMP,2200 Block of N TEXAS ST,
14,7/14/2024 1:49:52 AM,202407140021,PERSON DOWN,0 Block of FIFTH ST,
15,7/14/2024 1:57:52 AM,202407140022,242L BATTERY - LATE,0 Block of SAN MIGUEL DR,
16,7/14/2024 2:03:34 AM,202407140023,488 PETTY THEFT - LATE,800 Block of E TRAVIS BL,
17,7/14/2024 2:19:18 AM,202407140024,911 CELL PHONE HANG UP,1100 Block of WASHINGTON ST,
18,7/14/2024 2:35:18 AM,202407140027,BE ON THE LOOK OUT,0 Block of EB I80,
19,7/14/2024 2:37:24 AM,202407140028,AUDIBLE ALARM,800 Block of TEXAS ST,
20,7/14/2024 2:46:57 AM,202407140029,SILENT ALARM,600 Block of BECK AV,
21,7/14/2024 3:20:13 AM,202407140030,911 CELL PHONE HANG UP,0 Block of SAN MARCO ST,
