,Date Time,inci #,Description,Address,dispo
0,7/4/2024 12:02:44 AM,202407040002,SUSPICIOUS PERSON,1300 Block of EMPIRE ST,
1,7/4/2024 12:20:10 AM,202407040006,Traffic Stop,11600 Block of WB HWY 12,
2,7/4/2024 12:22:39 AM,202407040007,AUDIBLE ALARM,400 Block of EXECUTIVE CT N,
3,7/4/2024 12:26:16 AM,202407040008,911 CELL PHONE HANG UP,2100 Block of MERRITT PL,
4,7/4/2024 12:30:52 AM,202407040009,911 CELL PHONE HANG UP,2100 Block of MERRITT PL,
5,7/4/2024 12:39:28 AM,202407040010,415E LOUD NOISE,600 Block of E TRAVIS BL,
6,7/4/2024 12:51:05 AM,202407040013,Traffic Stop,9100 Block of N TEXAS ST,
7,7/4/2024 12:59:30 AM,202407040014,AUDIBLE ALARM,5100 Block of FULTON DR,
8,7/4/2024 1:00:24 AM,202407040015,Traffic Stop,800 Block of KENTUCKY ST,
9,7/4/2024 1:01:57 AM,202407040016,415 DISTURBING THE PEACE,2000 Block of CARDINAL WY,
10,7/4/2024 1:04:13 AM,202407040017,911 CELL PHONE HANG UP,200 Block of TRAVIS BL,
11,7/4/2024 1:04:16 AM,202407040018,WELFARE CHECK,1000 Block of OLIVER RD,
12,7/4/2024 1:05:50 AM,202407040019,AUDIBLE ALARM,1600 Block of W TEXAS ST,
13,7/4/2024 1:18:47 AM,202407040020,EQUIPMENT ISSUE,1000 Block of WEBSTER ST,
14,7/4/2024 1:21:28 AM,202407040021,BE ON THE LOOK OUT,1200 Block of B GALE WILSON BL,
15,7/4/2024 1:26:52 AM,202407040022,WELFARE CHECK,2100 Block of MERRITT PL,
16,7/4/2024 1:36:58 AM,202407040023,242 BATTERY,700 Block of E TRAVIS BL,
17,7/4/2024 1:50:05 AM,202407040027,911 CELL PHONE HANG UP,0 Block of JACKSON ST,
18,7/4/2024 2:09:06 AM,202407040028,911 CELL PHONE HANG UP,2100 Block of SANTA ANA DR,
19,7/4/2024 2:16:51 AM,202407040029,594L VANDALISM - LATE,1700 Block of N TEXAS ST,
20,7/4/2024 2:32:39 AM,202407040030,10851L VEHICLE THEFT - LATE,2000 Block of DUNCAN CT,
21,7/4/2024 2:33:37 AM,202407040031,AUDIBLE ALARM,200 Block of PITTMAN RD,
22,7/4/2024 2:46:03 AM,202407040032,SUSPICIOUS PERSON HOMELESS,3000 Block of TRAVIS BL,
23,7/4/2024 2:55:25 AM,202407040033,415V VERBAL FIGHT,2100 Block of SANTA ANA DR,
24,7/4/2024 2:59:08 AM,202407040034,SECURITY CHECK,4100 Block of THE MASTERS DR,
25,7/4/2024 3:33:50 AM,202407040035,AUDIBLE ALARM,1300 Block of W TEXAS ST,
26,7/4/2024 4:09:36 AM,202407040037,911 CELL PHONE HANG UP,2500 Block of BOXWOOD LN,
27,7/4/2024 4:29:34 AM,202407040038,415E LOUD NOISE,0 Block of GERSHWIN CR,
28,7/4/2024 4:30:15 AM,202407040039,487L GRAND THEFT - LATE,4100 Block of CEDAR VALE CT,
29,7/4/2024 5:28:27 AM,202407040041,23103 RECKLESS DRIVING,0 Block of EB I80 OFF,
30,7/4/2024 5:31:00 AM,202407040042,WELFARE CHECK,0 Block of TRAVIS BL,
31,7/4/2024 5:46:36 AM,202407040043,488 PETTY THEFT - LATE,1300 Block of CROWLEY LN,
32,7/4/2024 5:57:04 AM,202407040045,TRAFFIC HAZARD,500 Block of PRINCETON WY,
33,7/4/2024 6:03:00 AM,202407040046,SECURITY CHECK,3500 Block of NELSON RD,
34,7/4/2024 6:24:28 AM,202407040047,911 HANG UP,5200 Block of WATT CT,
35,7/4/2024 6:28:11 AM,202407040048,VEHICLE ACCIDENT - NO INJURIES,1400 Block of PHOENIX DR,
36,7/4/2024 6:38:36 AM,202407040049,SUSPICIOUS PERSON HOMELESS,2300 Block of N TEXAS ST,
37,7/4/2024 6:42:25 AM,202407040050,488 PETTY THEFT - LATE,1900 Block of NEW JERSEY ST,
38,7/4/2024 6:44:08 AM,202407040051,COMMUNITY EVENT,11000 Block of TEXAS ST,
39,7/4/2024 7:04:58 AM,202407040053,AUDIBLE ALARM,200 Block of E ATLANTIC AV,
40,7/4/2024 7:11:15 AM,202407040055,594L VANDALISM - LATE,0 Block of HORIZON CR,
41,7/4/2024 7:19:39 AM,202407040056,CITIZEN ASSIST FLAG DOWN,2300 Block of AUTO MALL PKWY,
42,7/4/2024 7:23:12 AM,202407040057,911 HANG UP,100 Block of NORTON ST,
43,7/4/2024 7:25:56 AM,202407040059,AUDIBLE ALARM,800 Block of WASHINGTON ST,
44,7/4/2024 7:33:59 AM,202407040060,SECURITY CHECK,1300 Block of HOLIDAY LN,
45,7/4/2024 8:04:32 AM,202407040063,AUDIBLE ALARM,400 Block of UNION AV,
46,7/4/2024 8:04:38 AM,202407040064,911 CELL PHONE HANG UP,2400 Block of N TEXAS ST,
47,7/4/2024 8:27:56 AM,202407040066,415 DISTURBING THE PEACE,200 Block of E TABOR AV,
48,7/4/2024 8:29:51 AM,202407040067,470L FORGERY - LATE,1600 Block of WOOD CREEK DR,
