,Date Time,inci #,Description,Address,dispo
0,6/28/2024 12:11:58 AM,202406280001,Traffic Stop,8800 Block of MANUEL CAMPOS PKWY,
1,6/28/2024 12:12:47 AM,202406280002,WELFARE CHECK,1000 Block of JEFFERSON ST,
2,6/28/2024 12:13:05 AM,202406280003,AUDIBLE ALARM,2400 Block of N TEXAS ST,
3,6/28/2024 12:34:34 AM,202406280005,Traffic Stop,11300 Block of UNION AV,
4,6/28/2024 12:41:09 AM,202406280006,Traffic Stop,9000 Block of MISSOURI ST,
5,6/28/2024 12:45:05 AM,202406280008,415F PHYSICAL FIGHT,1300 Block of CROWLEY LN,
6,6/28/2024 12:45:23 AM,202406280009,911 CELL PHONE HANG UP,1400 Block of PHOENIX DR,
7,6/28/2024 1:25:53 AM,202406280011,911 CELL PHONE HANG UP,1900 Block of GRANDE CR,
8,6/28/2024 1:31:47 AM,202406280012,Traffic Stop,9100 Block of N TEXAS ST,
9,6/28/2024 1:46:06 AM,202406280013,OCCUPIED SUSPICOUS VEHICLE,1000 Block of N TEXAS ST,
10,6/28/2024 1:55:14 AM,202406280014,Traffic Stop,10300 Block of SAN RAFAEL ST,
11,6/28/2024 1:58:10 AM,202406280015,911 CELL PHONE HANG UP,600 Block of PAVILION DR,
12,6/28/2024 2:15:26 AM,202406280016,Traffic Stop,14100 Block of SUNSET AV,
13,6/28/2024 2:21:00 AM,202406280017,Traffic Stop,11600 Block of WB HWY 12,
14,6/28/2024 2:33:44 AM,202406280018,Traffic Stop,5600 Block of BALBOA CT,
15,6/28/2024 2:56:46 AM,202406280019,Traffic Stop,7200 Block of EB AIR BASE PKWY,
16,6/28/2024 3:06:44 AM,202406280021,AUDIBLE ALARM,2700 Block of GUITTARD WY,
17,6/28/2024 3:44:10 AM,202406280023,FOLLOW UP,1000 Block of WEBSTER ST,
18,6/28/2024 3:45:02 AM,202406280024,SUSPICIOUS PERSON,1900 Block of W TEXAS ST,
19,6/28/2024 3:46:57 AM,202406280025,AUDIBLE ALARM,800 Block of TEXAS ST,
20,6/28/2024 4:29:59 AM,202406280026,10851 VEHICLE THEFT,1900 Block of FAIRFIELD AV,
21,6/28/2024 4:46:18 AM,202406280027,SUSPICIOUS PERSON HOMELESS,3300 Block of N TEXAS ST,
22,6/28/2024 5:09:18 AM,202406280028,911 CELL PHONE HANG UP,2300 Block of N TEXAS ST,
23,6/28/2024 5:31:07 AM,202406280029,10851L VEHICLE THEFT - LATE,1900 Block of KALIS ST,
24,6/28/2024 6:01:39 AM,202406280030,911 CELL PHONE HANG UP,600 Block of VILLAGE DR,
25,6/28/2024 6:14:14 AM,202406280031,SECURITY CHECK,3500 Block of NELSON RD,
26,6/28/2024 6:14:43 AM,202406280032,911 HANG UP,100 Block of NORTON ST,
27,6/28/2024 6:39:06 AM,202406280033,EQUIPMENT ISSUE,1000 Block of WEBSTER ST,
28,6/28/2024 6:56:57 AM,202406280034,CITIZEN ASSIST,1800 Block of CLAY ST,
29,6/28/2024 7:00:01 AM,202406280036,SECURITY CHECK,200 Block of RED TOP RD,
30,6/28/2024 7:04:31 AM,202406280038,SUSPICIOUS PERSON HOMELESS,3100 Block of TRAVIS BL,
31,6/28/2024 7:05:50 AM,202406280039,Traffic Stop,11600 Block of WB I80,
32,6/28/2024 7:10:45 AM,202406280040,Traffic Stop,7100 Block of E TABOR AV,
33,6/28/2024 7:18:06 AM,202406280041,SUSPICIOUS PERSON HOMELESS,0 Block of BOXWOOD LN,
34,6/28/2024 7:24:24 AM,202406280042,HOLD UP ALARM,2600 Block of ESTATES DR,
35,6/28/2024 7:26:03 AM,202406280043,Traffic Stop,0 Block of PEABODY RD,
36,6/28/2024 7:28:33 AM,202406280044,MISSING PERSON,700 Block of MAGNOLIA CT,
37,6/28/2024 7:34:14 AM,202406280045,Traffic Stop,1900 Block of N TEXAS ST,
38,6/28/2024 7:35:50 AM,202406280046,Traffic Stop,8200 Block of HWY 12,
39,6/28/2024 7:40:29 AM,202406280047,Traffic Stop,10700 Block of STANFORD CT,
40,6/28/2024 7:42:07 AM,202406280048,AUDIBLE ALARM,800 Block of EMPIRE ST,
41,6/28/2024 7:44:54 AM,202406280049,Traffic Stop,8200 Block of HWY 12,
42,6/28/2024 7:55:17 AM,202406280050,Traffic Stop,8200 Block of HWY 12,
43,6/28/2024 7:56:23 AM,202406280051,911 CELL PHONE HANG UP,2500 Block of HILBORN RD,
44,6/28/2024 7:57:19 AM,202406280052,Traffic Stop,7100 Block of E TABOR AV,
45,6/28/2024 8:00:45 AM,202406280053,AUDIBLE ALARM,1000 Block of WOOD HOLLOW CR,
46,6/28/2024 8:05:39 AM,202406280054,AUDIBLE ALARM,5200 Block of PLYE CT,
47,6/28/2024 8:07:24 AM,202406280055,Traffic Stop,8200 Block of HWY 12,
48,6/28/2024 8:12:05 AM,202406280056,Traffic Stop,10900 Block of SUNSET AV,
49,6/28/2024 8:15:27 AM,202406280057,ABANDONED VEHICLE,2500 Block of FREITAS WY,
50,6/28/2024 8:20:50 AM,202406280058,Traffic Stop,7400 Block of EMPIRE ST,
51,6/28/2024 8:22:42 AM,202406280059,FOLLOW UP,1000 Block of WEBSTER ST,
52,6/28/2024 8:28:10 AM,202406280060,Traffic Stop,7200 Block of E TABOR AV,
