,Date Time,inci #,Description,Address,dispo
0,6/30/2024 12:00:08 AM,202406300001,FIREWORKS,0 Block of BALBOA CT,
1,6/30/2024 12:05:24 AM,202406300002,Traffic Stop,0 Block of EB I80,
2,6/30/2024 12:11:02 AM,202406300003,Traffic Stop,0 Block of TRAVIS BL,
3,6/30/2024 12:16:31 AM,202406300004,Traffic Stop,0 Block of KENTUCKY ST,
4,6/30/2024 12:16:43 AM,202406300005,911 CELL PHONE HANG UP,2100 Block of MERRITT PL,
5,6/30/2024 12:18:08 AM,202406300006,911 HANG UP,100 Block of CANNON DR,
6,6/30/2024 12:18:53 AM,202406300007,FIREWORKS,2200 Block of N TEXAS ST,
7,6/30/2024 12:20:55 AM,202406300008,911 CELL PHONE HANG UP,100 Block of NORTON ST,
8,6/30/2024 12:54:09 AM,202406300009,BE ON THE LOOK OUT,1200 Block of B GALE WILSON BL,
9,6/30/2024 1:05:39 AM,202406300011,Traffic Stop,11500 Block of W TEXAS ST,
10,6/30/2024 1:13:51 AM,202406300014,911 CELL PHONE HANG UP,1300 Block of GATEWAY BL,
11,6/30/2024 1:14:28 AM,202406300015,FOLLOW UP,0 Block of STATE HIGHWAY 12,
12,6/30/2024 1:18:20 AM,202406300016,459VL BURGLARY - VEHICLE - LATE,700 Block of OHIO ST,
13,6/30/2024 1:22:11 AM,202406300018,911 CELL PHONE HANG UP,2800 Block of DOVER AV,
14,6/30/2024 1:34:23 AM,202406300019,23152 DRUNK DRIVING,1300 Block of CROWLEY LN,
15,6/30/2024 1:37:51 AM,202406300020,911 CELL PHONE HANG UP,2400 Block of DAWN WY,
16,6/30/2024 1:41:10 AM,202406300021,CITIZEN ASSIST,1200 Block of B GALE WILSON BL,
17,6/30/2024 1:45:42 AM,202406300022,415V VERBAL FIGHT,1600 Block of PARK LN,
18,6/30/2024 1:47:26 AM,202406300023,FOLLOW UP,1200 Block of B GALE WILSON BL,
19,6/30/2024 1:53:24 AM,202406300024,911 HANG UP,300 Block of E ALASKA AV,
20,6/30/2024 1:55:09 AM,202406300025,911 CELL PHONE HANG UP,2100 Block of COURAGE DR,
21,6/30/2024 2:00:09 AM,202406300026,Traffic Stop,0 Block of BECK AV,
22,6/30/2024 2:02:43 AM,202406300027,Traffic Stop,27800 Block of SUNSET AV,
23,6/30/2024 2:11:35 AM,202406300029,415E LOUD NOISE,1900 Block of GRANDE CR,
24,6/30/2024 2:13:23 AM,202406300030,415V VERBAL FIGHT,1400 Block of HOLIDAY LN,
25,6/30/2024 2:30:26 AM,202406300031,911 CELL PHONE HANG UP,1800 Block of KIDDER AV,
26,6/30/2024 2:31:29 AM,202406300032,415V VERBAL FIGHT,1000 Block of VALLEY OAK WY,
27,6/30/2024 2:39:22 AM,202406300034,AUDIBLE ALARM,800 Block of FORTE CT,
28,6/30/2024 3:04:21 AM,202406300037,STOLEN VEHICLE - RECOVERY,1900 Block of KALIS ST,
