,Date Time,inci #,Description,Address,dispo
0,8/4/2024 12:09:41 AM,202408040001,20002 HIT AND RUN - PROPERTY DAMAGE,2200 Block of N TEXAS ST,
1,8/4/2024 12:41:18 AM,202408040002,911 CELL PHONE HANG UP,4500 Block of WALTERS RD,
2,8/4/2024 12:44:30 AM,202408040003,273 5 DOMESTIC VIOLENCE,2000 Block of CLAY BANK RD,
3,8/4/2024 12:45:38 AM,202408040004,415E LOUD NOISE,2800 Block of SHASTA DR,
4,8/4/2024 12:48:15 AM,202408040005,UNOCCUPIED SUSPICIOUS VEHICLE,1600 Block of MATTHEW DR,
5,8/4/2024 12:56:53 AM,202408040006,SECURITY CHECK,800 Block of TEXAS ST,
6,8/4/2024 1:19:55 AM,202408040008,415E LOUD NOISE,4900 Block of RIDGECREST CT,
7,8/4/2024 1:46:32 AM,202408040010,911 CELL PHONE HANG UP,200 Block of WOOLNER CT,
8,8/4/2024 1:56:37 AM,202408040011,AUDIBLE ALARM,2900 Block of REBECCA DR,
9,8/4/2024 2:01:36 AM,202408040012,FOLLOW UP,300 Block of E TABOR AV,
10,8/4/2024 2:05:04 AM,202408040013,911 CELL PHONE HANG UP,0 Block of EB I80,
11,8/4/2024 2:27:24 AM,202408040015,OCCUPIED SUSPICOUS VEHICLE,100 Block of TABOR AV,
12,8/4/2024 3:04:17 AM,202408040016,911 CELL PHONE HANG UP,200 Block of PENNSYLVANIA AV,
13,8/4/2024 3:24:15 AM,202408040017,SECURITY CHECK,1000 Block of ROOSEVELT ST,
14,8/4/2024 4:05:07 AM,202408040018,911 HANG UP,100 Block of NORTON ST,
15,8/4/2024 4:13:47 AM,202408040019,AUDIBLE ALARM,800 Block of CHADBOURNE RD,
16,8/4/2024 4:31:54 AM,202408040021,AUDIBLE ALARM,800 Block of FIRST ST,
17,8/4/2024 4:37:14 AM,202408040022,911 CELL PHONE HANG UP,600 Block of VILLAGE DR,
18,8/4/2024 6:01:20 AM,202408040024,AUDIBLE ALARM,1700 Block of TRAVIS BL,
19,8/4/2024 6:44:11 AM,202408040028,20001L HIT AND RUN WITH INJURY/DEATH - LATE,0 Block of OLIVER RD,
20,8/4/2024 6:44:43 AM,202408040029,Traffic Stop,6500 Block of CLAY BANK RD,
21,8/4/2024 7:04:07 AM,202408040031,Traffic Stop,6500 Block of CLAY BANK RD,
22,8/4/2024 7:16:20 AM,202408040032,Traffic Stop,7200 Block of E TABOR AV,
23,8/4/2024 7:19:33 AM,202408040033,10851L VEHICLE THEFT - LATE,1600 Block of NORTHWOOD DR,
24,8/4/2024 7:23:11 AM,202408040034,488 PETTY THEFT - LATE,2300 Block of FAIRFIELD AV,
25,8/4/2024 7:25:09 AM,202408040035,SECURITY CHECK,1900 Block of BLOSSOM AV,
26,8/4/2024 7:25:44 AM,202408040036,SUSPICIOUS PERSON HOMELESS,3300 Block of N TEXAS ST,
27,8/4/2024 7:43:16 AM,202408040038,Traffic Stop,7200 Block of E TABOR AV,
28,8/4/2024 7:54:18 AM,202408040039,Traffic Stop,13900 Block of RAILROAD AV,
29,8/4/2024 7:59:41 AM,202408040040,415L DISTURBANCE - LATE,2200 Block of SANTA ROSA ST,
30,8/4/2024 8:06:08 AM,202408040042,Traffic Stop,6300 Block of CEMENT HILL RD,
31,8/4/2024 8:14:18 AM,202408040043,Traffic Stop,7100 Block of E ATLANTIC AV,
32,8/4/2024 8:18:15 AM,202408040044,Traffic Stop,8000 Block of HEATH DR,
33,8/4/2024 8:25:28 AM,202408040045,SECURITY CHECK,2900 Block of GULF DR,
34,8/4/2024 8:37:44 AM,202408040046,Traffic Stop,9400 Block of OLIVER RD,
35,8/4/2024 8:48:43 AM,202408040047,911 CELL PHONE HANG UP,1600 Block of HIGHLAND CR,
36,8/4/2024 8:56:03 AM,202408040048,SUSPICIOUS PERSON HOMELESS,1800 Block of W TEXAS ST,
37,8/4/2024 8:56:45 AM,202408040049,415 DISTURBING THE PEACE,2100 Block of N TEXAS ST,
38,8/4/2024 9:04:06 AM,202408040050,Traffic Stop,7200 Block of EB HWY 12,
39,8/4/2024 9:05:52 AM,202408040051,AUDIBLE ALARM,2000 Block of TIPTON WY,
40,8/4/2024 9:15:11 AM,202408040052,AUDIBLE ALARM,1300 Block of TRAVIS BL,
41,8/4/2024 9:17:53 AM,202408040053,FOLLOW UP,1600 Block of NORTHWOOD DR,
42,8/4/2024 9:21:55 AM,202408040054,FOLLOW UP,1000 Block of WEBSTER ST,
43,8/4/2024 9:22:27 AM,202408040055,Traffic Stop,5400 Block of AIR BASE PKWY,
44,8/4/2024 9:22:37 AM,202408040056,AUDIBLE ALARM,5300 Block of DISCOVERY WY,
45,8/4/2024 9:26:52 AM,202408040058,911 CELL PHONE HANG UP,300 Block of BECK AV,
46,8/4/2024 9:28:04 AM,202408040059,SUSPICIOUS PERSON HOMELESS,0 Block of SUNSET AV,
47,8/4/2024 9:31:15 AM,202408040061,AUDIBLE ALARM,2500 Block of N TEXAS ST,
48,8/4/2024 9:36:28 AM,202408040063,415L DISTURBANCE - LATE,2200 Block of SANTA ROSA ST,
49,8/4/2024 9:44:37 AM,202408040066,SECURITY CHECK,4400 Block of CENTRAL PL,
50,8/4/2024 9:50:43 AM,202408040070,PERSON DOWN,3500 Block of NELSON RD,
51,8/4/2024 9:52:26 AM,202408040071,AUDIBLE ALARM,800 Block of CHADBOURNE RD,
52,8/4/2024 9:56:47 AM,202408040072,Traffic Stop,26700 Block of VANDEN RD,
53,8/4/2024 10:08:33 AM,202408040073,911 CELL PHONE HANG UP,2200 Block of PEACH TREE DR,
54,8/4/2024 10:12:21 AM,202408040074,Traffic Stop,4900 Block of VANDEN RD,
55,8/4/2024 10:14:36 AM,202408040075,AUDIBLE ALARM,2800 Block of REGATTA CR,
56,8/4/2024 10:26:59 AM,202408040077,Traffic Stop,11600 Block of WB AIR BASE PKWY,
57,8/4/2024 10:29:03 AM,202408040078,SECURITY CHECK,1300 Block of TRAVIS BL,
58,8/4/2024 10:29:58 AM,202408040079,415L DISTURBANCE - LATE,1400 Block of HOLIDAY LN,
59,8/4/2024 10:33:27 AM,202408040083,VEHICLE ACCIDENT - NO DETAILS,0 Block of EB I80,
60,8/4/2024 10:39:15 AM,202408040085,911 CELL PHONE HANG UP,5200 Block of PLYE CT,
61,8/4/2024 10:53:33 AM,202408040086,WELFARE CHECK,1900 Block of BRISTOL LN,
62,8/4/2024 11:11:12 AM,202408040090,AUDIBLE ALARM,2800 Block of REGATTA CR,
63,8/4/2024 11:17:18 AM,202408040091,594L VANDALISM - LATE,800 Block of FINCH WY,
64,8/4/2024 11:26:24 AM,202408040092,PARKING VIOLATION,7800 Block of GREAT JONES ST,
65,8/4/2024 11:30:53 AM,202408040093,911 CELL PHONE HANG UP,600 Block of E TRAVIS BL,
66,8/4/2024 11:43:47 AM,202408040094,911 HANG UP,1200 Block of TRAVIS BL,
67,8/4/2024 11:52:00 AM,202408040096,415L DISTURBANCE - LATE,0 Block of WALTERS RD,
68,8/4/2024 11:56:40 AM,202408040097,AUDIBLE ALARM,2200 Block of S WATNEY WY,
69,8/4/2024 12:00:03 PM,202408040098,SECURITY CHECK,1300 Block of TRAVIS BL,
70,8/4/2024 12:04:10 PM,202408040099,AUDIBLE ALARM,2100 Block of N TEXAS ST,
71,8/4/2024 12:08:37 PM,202408040100,415L DISTURBANCE - LATE,600 Block of BERKELEY WY,
72,8/4/2024 12:21:53 PM,202408040102,415 DISTURBING THE PEACE,900 Block of TEXAS ST,
73,8/4/2024 12:25:04 PM,202408040103,911 CELL PHONE HANG UP,1400 Block of TRAVIS BL,
74,8/4/2024 12:28:25 PM,202408040104,TRESPASSING TRANSIENT/CAMP,2000 Block of CADENASSO DR,
75,8/4/2024 12:29:54 PM,202408040105,911 CELL PHONE HANG UP,1700 Block of DOVER AV,
76,8/4/2024 12:33:17 PM,202408040107,SECURITY CHECK,8500 Block of LAWRENCE CT,
77,8/4/2024 12:42:45 PM,202408040108,242 BATTERY,1000 Block of KENTUCKY ST,
78,8/4/2024 12:48:00 PM,202408040110,TRESPASSING TRANSIENT/CAMP,2100 Block of N TEXAS ST,
79,8/4/2024 1:02:11 PM,202408040112,PERSON DOWN,0 Block of AIR BASE PKWY,
80,8/4/2024 1:03:25 PM,202408040113,911 CELL PHONE HANG UP,1500 Block of GATEWAY CT,
81,8/4/2024 1:06:29 PM,202408040114,911 CELL PHONE HANG UP,700 Block of WEBSTER ST,
82,8/4/2024 1:43:46 PM,202408040115,10851L VEHICLE THEFT - LATE,1900 Block of N TEXAS ST,
83,8/4/2024 1:45:20 PM,202408040116,911 CELL PHONE HANG UP,0 Block of ACACIA ST,
84,8/4/2024 1:46:20 PM,202408040117,415V VERBAL FIGHT,2000 Block of CADENASSO DR,
85,8/4/2024 1:48:00 PM,202408040118,911 CELL PHONE HANG UP,1200 Block of TRAVIS BL,
86,8/4/2024 2:16:55 PM,202408040119,911 CELL PHONE HANG UP,300 Block of E WYOMING ST,
87,8/4/2024 2:21:57 PM,202408040121,415 DISTURBING THE PEACE,1600 Block of N TEXAS ST,
88,8/4/2024 2:23:42 PM,202408040122,WELFARE CHECK,2100 Block of CADENASSO DR,
89,8/4/2024 2:44:39 PM,202408040124,FOLLOW UP,1000 Block of WEBSTER ST,
90,8/4/2024 2:45:19 PM,202408040125,WELFARE CHECK,3000 Block of BALANCE CR,
91,8/4/2024 2:47:06 PM,202408040126,911 CELL PHONE HANG UP,200 Block of LARKSPUR LN,
