,Date Time,inci #,Description,Address,dispo
0,7/16/2024 12:03:02 AM,202407160001,BIKE/PEDESTRIAN STOP,0 Block of N TEXAS ST,
1,7/16/2024 12:28:07 AM,202407160003,AUDIBLE ALARM,1900 Block of N TEXAS ST,
2,7/16/2024 12:33:36 AM,202407160004,Traffic Stop,9100 Block of N TEXAS ST,
3,7/16/2024 2:00:11 AM,202407160008,AUDIBLE ALARM,100 Block of GROBRIC CT,
4,7/16/2024 2:05:56 AM,202407160009,BIKE/PEDESTRIAN STOP,1300 Block of W TEXAS ST,
5,7/16/2024 2:07:48 AM,202407160010,SECURITY CHECK,1600 Block of COPLEY CT,
6,7/16/2024 2:11:01 AM,202407160011,BIKE/PEDESTRIAN STOP,1600 Block of W TEXAS ST,
7,7/16/2024 2:24:12 AM,202407160012,FOLLOW UP,1400 Block of W TEXAS ST,
8,7/16/2024 2:42:04 AM,202407160015,SECURITY CHECK,1000 Block of WEBSTER ST,
9,7/16/2024 2:48:13 AM,202407160016,SECURITY CHECK,800 Block of JEFFERSON ST,
10,7/16/2024 3:11:00 AM,202407160017,911 CELL PHONE HANG UP,4100 Block of CEMENT HILL RD,
11,7/16/2024 3:57:22 AM,202407160019,AUDIBLE ALARM,1700 Block of TRAVIS BL,
12,7/16/2024 3:58:18 AM,202407160020,Traffic Stop,9700 Block of PENNSYLVANIA AV,
13,7/16/2024 4:13:09 AM,202407160021,AUDIBLE ALARM,1700 Block of TRAVIS BL,
14,7/16/2024 4:24:49 AM,202407160022,Traffic Stop,0 Block of TRAVIS BL,
15,7/16/2024 4:48:07 AM,202407160024,SECURITY CHECK,2100 Block of CADENASSO DR,
16,7/16/2024 5:03:21 AM,202407160025,AUDIBLE ALARM,2500 Block of BELLEVUE CT,
17,7/16/2024 5:15:57 AM,202407160028,242 BATTERY,1200 Block of B GALE WILSON BL,
18,7/16/2024 6:02:28 AM,202407160031,INJURED ANIMAL,2000 Block of STARLING WY,
19,7/16/2024 6:05:30 AM,202407160032,Traffic Stop,14200 Block of WALTERS RD,
20,7/16/2024 6:27:35 AM,202407160033,AUDIBLE ALARM,4700 Block of CENTRAL WY,
21,7/16/2024 6:30:24 AM,202407160034,594L VANDALISM - LATE,100 Block of E TABOR AV,
22,7/16/2024 7:04:50 AM,202407160037,SECURITY CHECK,27200 Block of EB HWY 12,
23,7/16/2024 7:13:12 AM,202407160038,TRESPASSING TRANSIENT/CAMP,2500 Block of N TEXAS ST,
24,7/16/2024 7:15:42 AM,202407160039,OCCUPIED SUSPICOUS VEHICLE,300 Block of E PACIFIC AV,
25,7/16/2024 7:25:26 AM,202407160040,TRESPASSING TRANSIENT/CAMP,1000 Block of TEXAS ST,
26,7/16/2024 7:25:27 AM,202407160041,Traffic Stop,9400 Block of OLIVER RD,
27,7/16/2024 7:35:07 AM,202407160042,AUDIBLE ALARM,500 Block of EL CAMINO DR,
28,7/16/2024 7:38:35 AM,202407160043,AUDIBLE ALARM,1600 Block of TRAVIS BL,
29,7/16/2024 7:42:12 AM,202407160044,SECURITY CHECK,9100 Block of N TEXAS ST,
30,7/16/2024 7:55:45 AM,202407160046,FOLLOW UP,2000 Block of SAN LUIS ST,
