,Date Time,inci #,Description,Address,dispo
0,7/18/2024 1:16:10 AM,202407180003,SECURITY CHECK,0 Block of N TEXAS ST OFF,
1,7/18/2024 1:17:33 AM,202407180004,AUDIBLE ALARM,2500 Block of AUTO MALL PKWY,
2,7/18/2024 1:25:46 AM,202407180005,SUSPICIOUS PERSON,1400 Block of W TEXAS ST,
3,7/18/2024 1:34:19 AM,202407180006,SUSPICIOUS PERSON,3500 Block of NELSON RD,
4,7/18/2024 2:02:57 AM,202407180007,SECURITY CHECK,1000 Block of WEBSTER ST,
5,7/18/2024 2:19:00 AM,202407180010,EQUIPMENT ISSUE,1000 Block of WEBSTER ST,
6,7/18/2024 2:36:41 AM,202407180011,SECURITY CHECK,800 Block of JEFFERSON ST,
7,7/18/2024 2:38:54 AM,202407180012,AUDIBLE ALARM,3300 Block of N TEXAS ST,
8,7/18/2024 2:39:07 AM,202407180013,BE ON THE LOOK OUT,1200 Block of B GALE WILSON BL,
9,7/18/2024 2:45:48 AM,202407180014,911 CELL PHONE HANG UP,3200 Block of FIRESTONE CT,
10,7/18/2024 2:48:56 AM,202407180016,Traffic Stop,27100 Block of TRAVIS BL,
11,7/18/2024 2:49:31 AM,202407180017,Traffic Stop,3100 Block of EVERGREEN DR,
12,7/18/2024 2:53:38 AM,202407180018,SECURITY CHECK,2100 Block of CORMORANT DR,
13,7/18/2024 2:54:07 AM,202407180019,911 CELL PHONE HANG UP,2000 Block of WALTERS RD,
14,7/18/2024 2:55:11 AM,202407180020,SECURITY CHECK,2900 Block of GULF DR,
15,7/18/2024 2:55:51 AM,202407180021,911 CELL PHONE HANG UP,2400 Block of N TEXAS ST,
16,7/18/2024 3:09:26 AM,202407180023,AUDIBLE ALARM,2600 Block of MAXWELL WY,
17,7/18/2024 3:22:59 AM,202407180026,BIKE/PEDESTRIAN STOP,1600 Block of W TEXAS ST,
18,7/18/2024 3:25:36 AM,202407180027,488 PETTY THEFT - LATE,2200 Block of PEACH TREE DR,
19,7/18/2024 3:40:21 AM,202407180028,SUSPICIOUS PERSON HOMELESS,1000 Block of TEXAS ST,
20,7/18/2024 3:54:11 AM,202407180031,415E LOUD NOISE,1800 Block of DOVER AV,
21,7/18/2024 4:00:24 AM,202407180033,OCCUPIED SUSPICOUS VEHICLE,0 Block of HOOVER ST,
22,7/18/2024 4:36:08 AM,202407180035,WELFARE CHECK,2900 Block of CAMROSE AV,
23,7/18/2024 4:41:30 AM,202407180036,459VL BURGLARY - VEHICLE - LATE,1300 Block of HOLIDAY LN,
24,7/18/2024 5:18:46 AM,202407180038,FLOCK HIT,0 Block of N TEXAS ST OFF,
25,7/18/2024 5:40:07 AM,202407180039,911 HANG UP,100 Block of MCGUIRE ST,
26,7/18/2024 6:04:48 AM,202407180040,Traffic Stop,0 Block of WATERMAN BL,
27,7/18/2024 6:14:38 AM,202407180041,MISSING JUVENILE,1700 Block of ASTORIA DR,
28,7/18/2024 6:17:36 AM,202407180042,SECURITY CHECK,3500 Block of NELSON RD,
29,7/18/2024 6:22:09 AM,202407180043,415 DISTURBING THE PEACE,2100 Block of VISTA DEL RANCHO,
30,7/18/2024 6:35:34 AM,202407180044,459VL BURGLARY - VEHICLE - LATE,2200 Block of GATEWAY CT,
31,7/18/2024 6:38:40 AM,202407180045,911 CELL PHONE HANG UP,2200 Block of HUNTINGTON DR,
32,7/18/2024 6:42:28 AM,202407180046,CITIZEN ASSIST FLAG DOWN,1700 Block of W TEXAS ST,
33,7/18/2024 6:43:37 AM,202407180047,10852L TAMPERING WITH A VEHICLE - LATE,1600 Block of WOOD CREEK DR,
34,7/18/2024 6:44:29 AM,202407180049,FOLLOW UP,1000 Block of WEBSTER ST,
35,7/18/2024 6:51:12 AM,202407180050,911 CELL PHONE HANG UP,5200 Block of PEABODY RD,
36,7/18/2024 6:54:14 AM,202407180051,SECURITY CHECK,700 Block of WEBSTER ST,
37,7/18/2024 7:13:19 AM,202407180052,415 DISTURBING THE PEACE,500 Block of ALASKA AV,
38,7/18/2024 7:13:33 AM,202407180053,WELFARE CHECK,2800 Block of PORTLAND DR,
39,7/18/2024 7:23:02 AM,202407180054,FOLLOW UP,1000 Block of WEBSTER ST,
40,7/18/2024 7:50:12 AM,202407180057,SUSPICIOUS PERSON HOMELESS,2200 Block of N TEXAS ST,
41,7/18/2024 7:53:04 AM,202407180058,242L BATTERY - LATE,2500 Block of N TEXAS ST,
42,7/18/2024 8:05:29 AM,202407180060,10851L VEHICLE THEFT - LATE,1900 Block of DIAMOND WY,
43,7/18/2024 8:10:16 AM,202407180061,SUSPICIOUS PERSON,600 Block of BECK AV,
44,7/18/2024 8:40:00 AM,202407180063,PUBLIC SERVICE POLICE,1700 Block of SUNSET AV,
45,7/18/2024 8:45:04 AM,202407180064,FOLLOW UP,1000 Block of WEBSTER ST,
46,7/18/2024 8:56:13 AM,202407180065,ANIMAL CALL,3600 Block of THOMASSON LN,
47,7/18/2024 9:01:34 AM,202407180067,653M PRANK/ANNOYING PHONE CALLS,400 Block of ARLINGTON CR,
