,Date Time,inci #,Description,Address,dispo
0,7/1/2024 12:09:37 AM,202407010002,SUSPICIOUS PERSON HOMELESS,2200 Block of GATEWAY CT,
1,7/1/2024 12:32:47 AM,202407010003,415 DISTURBING THE PEACE,1900 Block of GRANDE CR,
2,7/1/2024 12:50:26 AM,202407010004,FOLLOW UP,1000 Block of WEBSTER ST,
3,7/1/2024 12:59:18 AM,202407010005,SECURITY CHECK,0 Block of CORMORANT DR,
4,7/1/2024 1:01:33 AM,202407010007,911 HANG UP,100 Block of E TENNESSEE ST,
5,7/1/2024 1:58:42 AM,202407010012,SUSPICIOUS PERSON,2400 Block of ROYAL CT,
6,7/1/2024 2:21:18 AM,202407010013,SECURITY CHECK,0 Block of FILLMORE ST,
7,7/1/2024 2:48:10 AM,202407010015,SECURITY CHECK,0 Block of PRINCETON WY,
8,7/1/2024 3:13:32 AM,202407010016,AUDIBLE ALARM,4700 Block of MANGELS BL,
9,7/1/2024 3:16:55 AM,202407010017,SECURITY CHECK,2200 Block of N TEXAS ST,
10,7/1/2024 3:37:52 AM,202407010019,SECURITY CHECK,0 Block of CANAL ST,
11,7/1/2024 3:43:43 AM,202407010020,Traffic Stop,0 Block of SUNSET AV,
12,7/1/2024 4:02:52 AM,202407010021,AUDIBLE ALARM,800 Block of FIRST ST,
13,7/1/2024 5:05:43 AM,202407010022,911 CELL PHONE HANG UP,2500 Block of BOXWOOD LN,
14,7/1/2024 5:10:48 AM,202407010023,OCCUPIED SUSPICOUS VEHICLE,1600 Block of KENTUCKY ST,
15,7/1/2024 5:33:05 AM,202407010025,OCCUPIED SUSPICOUS VEHICLE,2900 Block of GULF DR,
16,7/1/2024 5:58:37 AM,202407010026,UNOCCUPIED SUSPICIOUS VEHICLE,2900 Block of GULF DR,
17,7/1/2024 6:20:41 AM,202407010029,AUDIBLE ALARM,1300 Block of W TEXAS ST,
18,7/1/2024 6:28:47 AM,202407010030,415 DISTURBING THE PEACE,2100 Block of N TEXAS ST,
19,7/1/2024 6:30:29 AM,202407010031,AUDIBLE ALARM,1200 Block of OLIVER RD,
20,7/1/2024 6:46:28 AM,202407010034,SECURITY CHECK,4900 Block of VANDEN RD,
21,7/1/2024 6:52:09 AM,202407010035,Traffic Stop,11000 Block of TEXAS ST,
22,7/1/2024 6:53:44 AM,202407010036,911 HANG UP,5000 Block of W CORDELIA RD,
23,7/1/2024 6:58:42 AM,202407010037,911 CELL PHONE HANG UP,2100 Block of CADENASSO DR,
24,7/1/2024 7:08:24 AM,202407010039,EQUIPMENT ISSUE,1000 Block of WEBSTER ST,
25,7/1/2024 7:11:09 AM,202407010041,FOUND PROPERTY,1000 Block of WEBSTER ST,
26,7/1/2024 7:22:15 AM,202407010043,Traffic Stop,8100 Block of HILBORN RD,
27,7/1/2024 7:40:44 AM,202407010045,SECURITY CHECK,600 Block of BECK AV,
28,7/1/2024 7:44:45 AM,202407010046,911 CELL PHONE HANG UP,0 Block of LAKE CLUB DR,
29,7/1/2024 7:45:46 AM,202407010047,SUSPICIOUS PERSON HOMELESS,1300 Block of HOLIDAY LN,
30,7/1/2024 7:46:15 AM,202407010048,FOLLOW UP,2400 Block of N TEXAS ST,
31,7/1/2024 7:47:38 AM,202407010049,SECURITY CHECK,1700 Block of W TEXAS ST,
32,7/1/2024 7:48:25 AM,202407010050,911 CELL PHONE HANG UP,100 Block of MCGUIRE ST,
33,7/1/2024 7:51:15 AM,202407010052,242L BATTERY - LATE,1000 Block of WEBSTER ST,
34,7/1/2024 7:52:53 AM,202407010053,CITIZEN ASSIST TRANSIENT,1000 Block of WEBSTER ST,
35,7/1/2024 7:56:49 AM,202407010054,Traffic Stop,9100 Block of N TEXAS ST,
36,7/1/2024 8:06:56 AM,202407010055,SECURITY CHECK,200 Block of RED TOP RD,
37,7/1/2024 8:12:04 AM,202407010058,911 CELL PHONE HANG UP,2200 Block of BOYNTON AV,
38,7/1/2024 8:12:05 AM,202407010059,FOLLOW UP,10900 Block of SUNSET AV,
39,7/1/2024 8:12:24 AM,202407010060,SECURITY CHECK TRANSIENT CAMPS,2700 Block of N TEXAS ST,
40,7/1/2024 8:12:53 AM,202407010061,911 CELL PHONE HANG UP,3000 Block of BALANCE CR,
41,7/1/2024 8:15:50 AM,202407010062,AUDIBLE ALARM,1600 Block of W TEXAS ST,
42,7/1/2024 8:17:19 AM,202407010063,WELFARE CHECK,0 Block of AIR BASE PKWY,
43,7/1/2024 8:17:37 AM,202407010064,PARKING VIOLATION,1200 Block of DANA DR,
44,7/1/2024 8:19:37 AM,202407010065,911 CELL PHONE HANG UP,200 Block of DAHLIA ST,
45,7/1/2024 8:22:25 AM,202407010066,Traffic Stop,6500 Block of CLAY BANK RD,
