,Date Time,inci #,Description,Address,dispo
0,7/20/2024 12:06:46 AM,202407200001,911 CELL PHONE HANG UP,4700 Block of BROOKSIDE CR,
1,7/20/2024 12:20:39 AM,202407200002,WELFARE CHECK,100 Block of VILLA CR,
2,7/20/2024 12:28:51 AM,202407200005,SECURITY CHECK,5600 Block of AUTO MALL PKWY,
3,7/20/2024 12:30:34 AM,202407200006,415V VERBAL FIGHT,5300 Block of GRAMERCY CR,
4,7/20/2024 12:41:47 AM,202407200007,ANIMAL CALL,11000 Block of TABOR AV,
5,7/20/2024 12:55:07 AM,202407200010,SUSPICIOUS PERSON HOMELESS,2100 Block of N TEXAS ST,
6,7/20/2024 1:06:09 AM,202407200011,Traffic Stop,9100 Block of N TEXAS ST,
7,7/20/2024 1:09:48 AM,202407200012,SUSPICIOUS PERSON,800 Block of GREAT JONES ST,
8,7/20/2024 1:16:20 AM,202407200013,OCCUPIED SUSPICOUS VEHICLE,2800 Block of VISTA GRANDE,
9,7/20/2024 1:49:01 AM,202407200015,Traffic Stop,11000 Block of TEXAS ST,
10,7/20/2024 2:11:15 AM,202407200017,AUDIBLE ALARM,100 Block of RANCHO SOLANO PKWY,
11,7/20/2024 2:14:59 AM,202407200018,Traffic Stop,27500 Block of EB I80 ON,
12,7/20/2024 2:23:29 AM,202407200019,415E LOUD NOISE,1900 Block of GRANDE CR,
13,7/20/2024 2:24:11 AM,202407200020,23103 RECKLESS DRIVING,2000 Block of WALTERS RD,
14,7/20/2024 2:28:35 AM,202407200021,415E LOUD NOISE,0 Block of KENTUCKY ST,
15,7/20/2024 2:59:56 AM,202407200022,AUDIBLE ALARM,2400 Block of WATERSIDE DR,
16,7/20/2024 3:07:21 AM,202407200023,602L TRESPASSING,2500 Block of N TEXAS ST,
17,7/20/2024 3:15:50 AM,202407200024,SUSPICIOUS PERSON,2600 Block of ESTATES DR,
18,7/20/2024 3:16:17 AM,202407200025,SECURITY CHECK,1000 Block of KENTUCKY ST,
19,7/20/2024 3:20:42 AM,202407200026,SUSPICIOUS PERSON,0 Block of SUNSET AV,
20,7/20/2024 4:16:22 AM,202407200029,488 PETTY THEFT,0 Block of SUNSET AV,
