,Date Time,inci #,Description,Address,dispo
0,8/14/2024 12:01:11 AM,202408140001,459VL BURGLARY - VEHICLE - LATE,500 Block of ALASKA AV,
1,8/14/2024 12:05:17 AM,202408140002,415L DISTURBANCE - LATE,2300 Block of FAIRFIELD AV,
2,8/14/2024 12:44:37 AM,202408140005,AUDIBLE ALARM,800 Block of FIRST ST,
3,8/14/2024 12:47:05 AM,202408140006,AUDIBLE ALARM,2100 Block of UNION AV,
4,8/14/2024 12:51:58 AM,202408140007,SUSPICIOUS PERSON,1900 Block of W TEXAS ST,
5,8/14/2024 1:17:10 AM,202408140010,SECURITY CHECK,2200 Block of WALTERS RD,
6,8/14/2024 2:04:43 AM,202408140013,415 DISTURBING THE PEACE,2000 Block of ORIOLE WY,
7,8/14/2024 2:25:14 AM,202408140014,SECURITY CHECK,1000 Block of WEBSTER ST,
8,8/14/2024 2:45:46 AM,202408140016,OCCUPIED SUSPICOUS VEHICLE,0 Block of TEXAS ST,
9,8/14/2024 3:04:43 AM,202408140017,STOLEN VEHICLE - RECOVERY,1000 Block of WEBSTER ST,
10,8/14/2024 3:27:59 AM,202408140019,911 CELL PHONE HANG UP,600 Block of HILLSIDE DR,
11,8/14/2024 4:41:39 AM,202408140020,AUDIBLE ALARM,800 Block of WASHINGTON ST,
12,8/14/2024 4:44:27 AM,202408140021,Traffic Stop,0 Block of N TEXAS ST,
13,8/14/2024 4:52:37 AM,202408140022,FOLLOW UP,1300 Block of TRUMAN ST,
14,8/14/2024 5:03:28 AM,202408140023,FOLLOW UP,500 Block of UNION AV,
15,8/14/2024 5:08:48 AM,202408140024,Traffic Stop,11500 Block of W TEXAS ST,
16,8/14/2024 5:15:57 AM,202408140025,SECURITY CHECK,1500 Block of WOOD CREEK DR,
17,8/14/2024 5:24:29 AM,202408140026,911 HANG UP,4700 Block of BUSINESS CENTER DR,
18,8/14/2024 5:29:20 AM,202408140027,OCCUPIED SUSPICOUS VEHICLE,2300 Block of CORDELIA RD,
19,8/14/2024 6:24:21 AM,202408140029,SECURITY CHECK,200 Block of RED TOP RD,
20,8/14/2024 6:32:41 AM,202408140030,SUSPICIOUS PERSON,300 Block of E ALASKA AV,
21,8/14/2024 6:47:25 AM,202408140031,PARKING VIOLATION,300 Block of HOPKINS DR,
22,8/14/2024 6:48:07 AM,202408140032,459VL BURGLARY - VEHICLE - LATE,300 Block of PACIFIC AV,
23,8/14/2024 6:48:23 AM,202408140033,AUDIBLE ALARM,1000 Block of KENTUCKY ST,
24,8/14/2024 7:05:28 AM,202408140034,CITIZEN ASSIST FLAG DOWN,1300 Block of W TEXAS ST,
25,8/14/2024 7:26:13 AM,202408140037,911 CELL PHONE HANG UP,2500 Block of HILBORN RD,
26,8/14/2024 7:33:20 AM,202408140039,Traffic Stop,10600 Block of SILVER CREEK RD,
27,8/14/2024 7:33:30 AM,202408140040,911 CELL PHONE HANG UP,0 Block of BECK AV,
28,8/14/2024 7:36:35 AM,202408140041,TRAFFIC CONTROL,0 Block of BECK AV,
29,8/14/2024 7:39:20 AM,202408140042,OCCUPIED SUSPICOUS VEHICLE,0 Block of DANA DR,
30,8/14/2024 7:39:56 AM,202408140043,SECURITY CHECK TRAFFIC,1900 Block of DOVER AV,
31,8/14/2024 7:42:31 AM,202408140044,ABANDONED VEHICLE,0 Block of HUMMINGBIRD DR,
32,8/14/2024 7:43:24 AM,202408140045,SECURITY CHECK TRAFFIC,700 Block of OAKBROOK DR,
33,8/14/2024 7:51:16 AM,202408140046,SECURITY CHECK TRAFFIC,2900 Block of MARKELEY LN,
34,8/14/2024 7:52:03 AM,202408140047,SUSPICIOUS PERSON HOMELESS,1400 Block of HOLIDAY LN,
35,8/14/2024 7:52:14 AM,202408140048,Traffic Stop,6900 Block of DERONDE DR,
36,8/14/2024 8:03:58 AM,202408140049,TRESPASSING TRANSIENT/CAMP,1600 Block of W TEXAS ST,
37,8/14/2024 8:04:45 AM,202408140050,VEHICLE ACCIDENT - LATE - NO INJURIES,0 Block of CEMENT HILL RD,
38,8/14/2024 8:08:27 AM,202408140051,459RL BURGLARY - RESIDENTIAL - LATE,2900 Block of SUGAR PINE ST,
39,8/14/2024 8:08:59 AM,202408140052,459CL BURGLARY - COMMERCIAL - LATE,1900 Block of WALTERS CT,
40,8/14/2024 8:10:52 AM,202408140053,Traffic Stop,6900 Block of DERONDE DR,
41,8/14/2024 8:13:18 AM,202408140054,SECURITY CHECK,4700 Block of CANYON HILLS DR,
42,8/14/2024 8:17:48 AM,202408140055,SUSPICIOUS PERSON HOMELESS,5000 Block of BUSINESS CENTER DR,
43,8/14/2024 8:18:59 AM,202408140056,CITIZEN ASSIST,3100 Block of APPALOOSA WY,
44,8/14/2024 8:25:29 AM,202408140057,22500 PARKING VIOLATION,600 Block of E TABOR AV,
45,8/14/2024 8:29:14 AM,202408140058,OCCUPIED SUSPICOUS VEHICLE,1400 Block of HOLIDAY LN,
46,8/14/2024 8:31:54 AM,202408140059,911 CELL PHONE HANG UP,200 Block of E ATLANTIC AV,
47,8/14/2024 8:36:30 AM,202408140061,Traffic Stop,1200 Block of OLIVER RD,
48,8/14/2024 8:38:38 AM,202408140062,ABANDONED VEHICLE,0 Block of DARTMOOR CR,
49,8/14/2024 8:40:34 AM,202408140063,SECURITY CHECK,11000 Block of TEXAS ST,
50,8/14/2024 8:46:00 AM,202408140064,ABANDONED VEHICLE,900 Block of OAKBROOK DR,
51,8/14/2024 8:46:52 AM,202408140065,911 CELL PHONE HANG UP,1200 Block of SERENE CT,
52,8/14/2024 8:48:41 AM,202408140066,ABANDONED VEHICLE,1700 Block of HIGHLAND CR,
53,8/14/2024 8:49:58 AM,202408140067,WELFARE CHECK,1400 Block of EISENHOWER ST,
54,8/14/2024 8:50:22 AM,202408140068,911 CELL PHONE HANG UP,0 Block of HARBOR CENTER,
55,8/14/2024 8:51:24 AM,202408140069,911 CELL PHONE HANG UP,0 Block of HARBOR CENTER,
56,8/14/2024 9:13:33 AM,202408140073,SUSPICIOUS PERSON,1000 Block of WEBSTER ST,
57,8/14/2024 9:19:45 AM,202408140075,Traffic Stop,8200 Block of HWY 12,
58,8/14/2024 9:22:06 AM,202408140076,594L VANDALISM - LATE,2100 Block of UNION AV,
