,Date Time,inci #,Description,Address,dispo
0,7/10/2024 12:00:13 AM,202407100001,SECURITY CHECK,1000 Block of WEBSTER ST,
1,7/10/2024 12:02:06 AM,202407100002,SECURITY CHECK,0 Block of CORMORANT DR,
2,7/10/2024 12:35:47 AM,202407100003,10851L VEHICLE THEFT - LATE,1100 Block of UNION AV,
3,7/10/2024 12:44:36 AM,202407100005,SUSPICIOUS PERSON,500 Block of HAVENHILL RD,
4,7/10/2024 1:10:30 AM,202407100006,SUSPICIOUS PERSON,1900 Block of GRANDE CR,
5,7/10/2024 1:14:24 AM,202407100007,Traffic Stop,10600 Block of SILVER CREEK RD,
6,7/10/2024 1:19:17 AM,202407100008,OCCUPIED SUSPICOUS VEHICLE,500 Block of CHANNEL CT,
7,7/10/2024 1:23:04 AM,202407100009,OCCUPIED SUSPICOUS VEHICLE,1600 Block of WOOD CREEK DR,
8,7/10/2024 1:32:45 AM,202407100010,SECURITY CHECK,1300 Block of PHOENIX DR,
9,7/10/2024 1:36:10 AM,202407100011,SECURITY CHECK,200 Block of E TABOR AV,
10,7/10/2024 1:36:25 AM,202407100012,Traffic Stop,13900 Block of RAILROAD AV,
11,7/10/2024 1:55:20 AM,202407100014,SECURITY CHECK,1000 Block of WEBSTER ST,
12,7/10/2024 2:07:29 AM,202407100015,Traffic Stop,7200 Block of E TABOR AV,
13,7/10/2024 2:21:24 AM,202407100016,AUDIBLE ALARM,1300 Block of TRAVIS BL,
14,7/10/2024 2:27:16 AM,202407100017,SUSPICIOUS PERSON,1800 Block of N TEXAS ST,
15,7/10/2024 2:38:44 AM,202407100019,SECURITY CHECK,800 Block of JEFFERSON ST,
16,7/10/2024 2:45:33 AM,202407100020,SECURITY CHECK,1500 Block of WEBSTER ST,
17,7/10/2024 2:50:13 AM,202407100022,Traffic Stop,8300 Block of JEFFERSON ST,
18,7/10/2024 2:58:14 AM,202407100023,WELFARE CHECK,2400 Block of BALTIC DR,
19,7/10/2024 3:00:51 AM,202407100024,CITIZEN ASSIST,2100 Block of COURAGE DR,
20,7/10/2024 3:24:31 AM,202407100027,415 DISTURBING THE PEACE,3300 Block of N TEXAS ST,
21,7/10/2024 3:31:20 AM,202407100028,911 HANG UP,100 Block of LAMB CT,
22,7/10/2024 3:38:51 AM,202407100029,AUDIBLE ALARM,2400 Block of FLATLEY CR,
23,7/10/2024 3:47:49 AM,202407100030,UNOCCUPIED SUSPICIOUS VEHICLE,2100 Block of W TEXAS ST,
24,7/10/2024 4:23:18 AM,202407100032,911 HANG UP,2000 Block of CADENASSO DR,
25,7/10/2024 4:36:53 AM,202407100033,AUDIBLE ALARM,1400 Block of LEGACY LN,
26,7/10/2024 5:26:38 AM,202407100035,911 CELL PHONE HANG UP,2400 Block of N TEXAS ST,
