,Date Time,inci #,Description,Address,dispo
0,6/19/2024 12:04:51 AM,202406190001,Traffic Stop,7000 Block of DOVER AV,
1,6/19/2024 12:12:41 AM,202406190002,415V VERBAL FIGHT,300 Block of E TABOR AV,
2,6/19/2024 12:14:36 AM,202406190003,Traffic Stop,2500 Block of N TEXAS ST,
3,6/19/2024 12:14:43 AM,202406190004,459C BURGLARY - COMMERCIAL,200 Block of TRAVIS BL,
4,6/19/2024 12:25:24 AM,202406190005,SUSPICIOUS PERSON,1000 Block of HAYES ST,
5,6/19/2024 12:33:43 AM,202406190006,AUDIBLE ALARM,1400 Block of HOLIDAY LN,
6,6/19/2024 12:34:32 AM,202406190007,Traffic Stop,9700 Block of PENNSYLVANIA AV,
7,6/19/2024 12:35:51 AM,202406190008,FIREWORKS,2100 Block of PENNSYLVANIA AV,
8,6/19/2024 12:55:27 AM,202406190010,911 CELL PHONE HANG UP,2500 Block of HILBORN RD,
9,6/19/2024 1:01:08 AM,202406190011,UNOCCUPIED SUSPICIOUS VEHICLE,2400 Block of HILBORN RD,
10,6/19/2024 1:24:33 AM,202406190014,242 BATTERY,600 Block of E TRAVIS BL,
11,6/19/2024 1:42:56 AM,202406190016,Traffic Stop,26900 Block of EB I80,
12,6/19/2024 1:58:01 AM,202406190017,FLOCK HIT,0 Block of AUTO MALL PKWY,
13,6/19/2024 1:58:13 AM,202406190018,FOLLOW UP,1000 Block of WEBSTER ST,
14,6/19/2024 2:03:32 AM,202406190019,AUDIBLE ALARM,100 Block of OLYMPIC CT,
15,6/19/2024 2:07:29 AM,202406190020,415E LOUD NOISE,2100 Block of VISTA HERMOSA,
16,6/19/2024 2:21:49 AM,202406190021,SECURITY CHECK,1000 Block of WEBSTER ST,
17,6/19/2024 2:57:34 AM,202406190022,FOLLOW UP,1000 Block of WEBSTER ST,
18,6/19/2024 3:03:27 AM,202406190023,AUDIBLE ALARM,200 Block of PITTMAN RD,
19,6/19/2024 3:22:22 AM,202406190024,MISSING PERSON,600 Block of E TABOR AV,
20,6/19/2024 3:56:28 AM,202406190027,415 DISTURBING THE PEACE,1400 Block of HOLIDAY LN,
21,6/19/2024 3:59:02 AM,202406190028,602L TRESPASSING,2500 Block of MARTIN RD,
22,6/19/2024 4:00:23 AM,202406190029,AUDIBLE ALARM,300 Block of WATT DR,
23,6/19/2024 4:40:49 AM,202406190030,WELFARE CHECK,0 Block of PACIFIC AV,
24,6/19/2024 4:51:46 AM,202406190031,415 DISTURBING THE PEACE,0 Block of PEACH TREE DR,
25,6/19/2024 5:13:50 AM,202406190035,OCCUPIED SUSPICIOUS VEHICLE TRANSIENT,1800 Block of SANTA MONICA ST,
26,6/19/2024 5:18:05 AM,202406190036,415 DISTURBING THE PEACE,1700 Block of N TEXAS ST,
27,6/19/2024 5:25:35 AM,202406190037,911 CELL PHONE HANG UP,2500 Block of CLAY BANK RD,
28,6/19/2024 5:39:40 AM,202406190039,SUSPICIOUS PERSON HOMELESS,1600 Block of N TEXAS ST,
29,6/19/2024 6:40:06 AM,202406190041,911 HANG UP,4100 Block of SHADOW BROOK CT,
30,6/19/2024 6:44:33 AM,202406190042,TRESPASSING TRANSIENT/CAMP,2200 Block of BOYNTON AV,
31,6/19/2024 6:56:46 AM,202406190043,459CL BURGLARY - COMMERCIAL - LATE,1300 Block of TRAVIS BL,
32,6/19/2024 7:06:14 AM,202406190045,415 DISTURBING THE PEACE,2200 Block of FOX GLEN DR,
33,6/19/2024 7:15:46 AM,202406190046,BIKE/PEDESTRIAN STOP,600 Block of PENNSYLVANIA AV,
34,6/19/2024 7:29:14 AM,202406190048,602LL TRESPASSING - LATE,800 Block of GREAT JONES ST,
35,6/19/2024 7:36:48 AM,202406190049,FOLLOW UP,1000 Block of WEBSTER ST,
36,6/19/2024 7:48:59 AM,202406190050,911 CELL PHONE HANG UP,2500 Block of N WATNEY WY,
37,6/19/2024 7:49:08 AM,202406190051,911 CELL PHONE HANG UP,2500 Block of N WATNEY WY,
38,6/19/2024 8:00:24 AM,202406190053,ABANDONED VEHICLE,0 Block of E PACIFIC AV,
39,6/19/2024 8:09:14 AM,202406190054,SECURITY CHECK,300 Block of TRAVIS BL,
40,6/19/2024 8:09:16 AM,202406190055,BE ON THE LOOK OUT,1000 Block of WEBSTER ST,
41,6/19/2024 8:16:30 AM,202406190057,PARKING VIOLATION,1800 Block of DOVER AV,
42,6/19/2024 8:26:14 AM,202406190058,Traffic Stop,2200 Block of N TEXAS ST,
43,6/19/2024 8:30:00 AM,202406190059,ABANDONED VEHICLE,0 Block of GREENFIELD DR,
44,6/19/2024 8:32:56 AM,202406190060,911 CELL PHONE HANG UP,1300 Block of TRAVIS BL,
45,6/19/2024 8:37:16 AM,202406190061,AUDIBLE ALARM,900 Block of TRAVIS BL,
46,6/19/2024 8:38:20 AM,202406190062,23103 RECKLESS DRIVING,0 Block of VANDEN RD,
47,6/19/2024 8:40:33 AM,202406190064,ABANDONED VEHICLE,2600 Block of MANKAS BL,
48,6/19/2024 8:45:52 AM,202406190065,ABANDONED VEHICLE,0 Block of NORWALK PL,
49,6/19/2024 8:52:21 AM,202406190066,SECURITY CHECK TRANSIENT CAMPS,1000 Block of KENTUCKY ST,
50,6/19/2024 8:54:37 AM,202406190067,ABANDONED VEHICLE,700 Block of MARYLAND ST,
51,6/19/2024 9:02:26 AM,202406190068,ABANDONED VEHICLE,1900 Block of NEW JERSEY ST,
52,6/19/2024 9:04:16 AM,202406190069,SECURITY CHECK,4600 Block of CENTRAL WY,
53,6/19/2024 9:07:19 AM,202406190071,FOLLOW UP,500 Block of PITTMAN RD,
54,6/19/2024 9:07:34 AM,202406190072,ABANDONED VEHICLE,200 Block of CAMELLIA ST,
55,6/19/2024 9:09:59 AM,202406190073,FOLLOW UP,400 Block of UNION AV,
56,6/19/2024 9:11:36 AM,202406190074,AUDIBLE ALARM,400 Block of MOUNTAIN MEADOWS DR,
57,6/19/2024 9:11:47 AM,202406190075,911 HANG UP,100 Block of NORTON ST,
58,6/19/2024 9:12:49 AM,202406190076,10851L VEHICLE THEFT - LATE,1500 Block of MONROE ST,
59,6/19/2024 9:15:01 AM,202406190077,415 DISTURBING THE PEACE,1400 Block of FARWELL ST,
60,6/19/2024 9:16:36 AM,202406190078,ABANDONED VEHICLE,2600 Block of ORCHID ST,
61,6/19/2024 9:19:32 AM,202406190079,SECURITY CHECK,4500 Block of BUSINESS CENTER DR,
62,6/19/2024 9:22:08 AM,202406190080,415V VERBAL FIGHT,400 Block of AMBER DR,
63,6/19/2024 9:22:59 AM,202406190081,166L COURT ORDER VIOLATION - LATE,2400 Block of SKYVIEW CR,
64,6/19/2024 9:24:35 AM,202406190082,415 DISTURBING THE PEACE,1900 Block of W TEXAS ST,
65,6/19/2024 9:25:50 AM,202406190083,ABANDONED VEHICLE,800 Block of THIRD ST,
66,6/19/2024 9:25:59 AM,202406190084,SECURITY CHECK,2900 Block of GULF DR,
67,6/19/2024 9:29:52 AM,202406190085,ABANDONED VEHICLE,1600 Block of JAMES ST,
68,6/19/2024 9:34:27 AM,202406190086,ABANDONED VEHICLE,0 Block of GREGORY ST,
69,6/19/2024 9:36:09 AM,202406190087,FOLLOW UP,1000 Block of WEBSTER ST,
70,6/19/2024 9:36:12 AM,202406190088,ABANDONED VEHICLE,0 Block of GREAT JONES ST,
71,6/19/2024 9:44:12 AM,202406190090,10851L VEHICLE THEFT - LATE,0 Block of HUBER DR,
72,6/19/2024 9:44:40 AM,202406190091,SECURITY CHECK,1300 Block of TRAVIS BL,
73,6/19/2024 9:47:48 AM,202406190092,ABANDONED VEHICLE,0 Block of HAWTHORN DR,
74,6/19/2024 9:53:10 AM,202406190093,FOLLOW UP,1000 Block of WEBSTER ST,
75,6/19/2024 9:53:49 AM,202406190094,FOLLOW UP,1000 Block of WEBSTER ST,
76,6/19/2024 10:09:36 AM,202406190095,SECURITY CHECK,1900 Block of W TEXAS ST,
77,6/19/2024 10:10:27 AM,202406190098,SUSPICIOUS PERSON HOMELESS,1400 Block of W TEXAS ST,
78,6/19/2024 10:17:53 AM,202406190099,SECURITY CHECK,2000 Block of CADENASSO DR,
79,6/19/2024 10:20:31 AM,202406190100,Traffic Stop,1800 Block of N TEXAS ST,
80,6/19/2024 10:23:45 AM,202406190101,AUDIBLE ALARM,4800 Block of N RIDGEFIELD WY,
81,6/19/2024 10:24:47 AM,202406190103,911 CELL PHONE HANG UP,100 Block of SHEFFIELD LN,
82,6/19/2024 10:27:23 AM,202406190104,MOBILE CRISIS/POLICE CO-RESPONSE,1900 Block of GRANDE CR,
83,6/19/2024 10:27:27 AM,202406190105,TRAFFIC HAZARD,0 Block of BUSINESS CENTER DR,
84,6/19/2024 10:30:01 AM,202406190106,SECURITY CHECK TRANSIENT CAMPS,1500 Block of GATEWAY BL,
85,6/19/2024 10:30:28 AM,202406190107,911 CELL PHONE HANG UP,0 Block of TRAVIS BL,
86,6/19/2024 10:30:47 AM,202406190108,CITIZEN ASSIST,300 Block of HONEYSUCKLE DR,
87,6/19/2024 10:30:59 AM,202406190109,FOLLOW UP,1000 Block of WEBSTER ST,
88,6/19/2024 10:35:28 AM,202406190110,911 CELL PHONE HANG UP,2300 Block of WATERSIDE DR,
89,6/19/2024 10:39:17 AM,202406190111,SECURITY CHECK,800 Block of GREAT JONES ST,
90,6/19/2024 10:41:18 AM,202406190112,911 CELL PHONE HANG UP,600 Block of HILLSIDE DR,
91,6/19/2024 10:48:04 AM,202406190115,911 CELL PHONE HANG UP,5100 Block of BUSINESS CENTER DR,
92,6/19/2024 10:57:46 AM,202406190117,20002L HIT AND RUN - PROPERTY DAMAGE - LATE,0 Block of DOVER AV,
93,6/19/2024 10:59:30 AM,202406190120,911 CELL PHONE HANG UP,1100 Block of SKYWEST CT,
94,6/19/2024 11:11:17 AM,202406190124,SECURITY CHECK,1300 Block of TRAVIS BL,
95,6/19/2024 11:15:59 AM,202406190125,WELFARE CHECK - HOMELESS,1000 Block of OLIVER RD,
96,6/19/2024 11:22:15 AM,202406190126,ABANDONED VEHICLE,0 Block of FRED BARNES DR,
97,6/19/2024 11:26:39 AM,202406190127,TRAFFIC HAZARD,0 Block of DICKSON HILL RD,
98,6/19/2024 11:28:44 AM,202406190128,242 BATTERY,1700 Block of TRAVIS BL,
99,6/19/2024 11:34:14 AM,202406190129,PUBLIC SERVICE POLICE,400 Block of GREGORY ST,
100,6/19/2024 11:39:30 AM,202406190130,SUSPICIOUS PERSON HOMELESS,3300 Block of N TEXAS ST,
101,6/19/2024 11:46:26 AM,202406190131,911 CELL PHONE HANG UP,500 Block of MAYWOOD WY,
102,6/19/2024 11:50:49 AM,202406190132,WELFARE CHECK - HOMELESS,1300 Block of HOLIDAY LN,
103,6/19/2024 11:51:03 AM,202406190133,FOUND PROPERTY,0 Block of AMBERWOOD CR,
104,6/19/2024 12:12:57 PM,202406190136,TRESPASSING TRANSIENT/CAMP,2300 Block of E ALASKA AV,
105,6/19/2024 12:17:32 PM,202406190137,CIVIL STANDBY,2100 Block of W TEXAS ST,
106,6/19/2024 12:23:39 PM,202406190138,211L ROBBERY - LATE,1500 Block of RAYBURN CT,
107,6/19/2024 12:26:00 PM,202406190139,415F PHYSICAL FIGHT,500 Block of TAYLOR ST,
108,6/19/2024 12:32:31 PM,202406190140,415 DISTURBING THE PEACE,1900 Block of GRANDE CR,
109,6/19/2024 12:36:09 PM,202406190141,SUSPICIOUS PERSON,1300 Block of TRAVIS BL,
110,6/19/2024 12:45:37 PM,202406190143,AUDIBLE ALARM,3000 Block of GULF DR,
111,6/19/2024 12:52:10 PM,202406190144,AUDIBLE ALARM,4100 Block of SHADOW BROOK CT,
112,6/19/2024 12:54:17 PM,202406190145,ABANDONED VEHICLE,0 Block of AVON WY,
113,6/19/2024 1:01:37 PM,202406190149,FOLLOW UP,1200 Block of B GALE WILSON BL,
114,6/19/2024 1:01:57 PM,202406190150,415V VERBAL FIGHT,1600 Block of ONTARIO CT,
115,6/19/2024 1:05:07 PM,202406190152,VEHICLE ACCIDENT,2900 Block of CALAVERAS DR,
116,6/19/2024 1:13:04 PM,202406190154,AUDIBLE ALARM,800 Block of WASHINGTON ST,
117,6/19/2024 1:14:42 PM,202406190156,166 COURT ORDER VIOLATION,1600 Block of PARK LN,
118,6/19/2024 1:17:42 PM,202406190157,FOLLOW UP,1400 Block of TRAVIS BL,
119,6/19/2024 1:18:44 PM,202406190158,911 CELL PHONE HANG UP,4300 Block of CENTRAL PL,
120,6/19/2024 1:18:46 PM,202406190159,FOLLOW UP,1000 Block of WEBSTER ST,
121,6/19/2024 1:23:23 PM,202406190160,Traffic Stop,0 Block of N TEXAS ST,
122,6/19/2024 1:30:53 PM,202406190161,STRAY ANIMAL,1700 Block of REX CLIFT LN,
123,6/19/2024 1:31:30 PM,202406190162,ABANDONED VEHICLE,400 Block of EL CAMINO DR,
